,Cluster1,Cluster2,Cluster3,Cluster4
10,(((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river) OR hyp:tok:bamboo),(hyp:tok:walking AND pre:tok:sunny),((((hyp:tok:seems OR hyp:tok:speaking) OR hyp:tok:bows) AND (NOT pre:tok:is)) OR hyp:tok:creating),(hyp:tok:girl AND pre:tok:boy)
11,(hyp:tok:swimming OR pre:tok:swimming),(hyp:tok:clock OR hyp:tok:suburban),((pre:tok:seems OR pre:tok:skiing) OR hyp:tok:cigarette),(hyp:tok:any OR hyp:tok:tops)
12,((((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached) OR pre:tok:candy) AND (NOT hyp:tok:home)),(((hyp:tok:bedroom OR hyp:tok:inside) OR hyp:tok:chair) OR pre:tok:hose),((NOT hyp:tok:for) AND oth:overlap:overlap50),((((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey) AND oth:overlap:overlap75) OR hyp:tok:world)
13,(NOT hyp:tok:riding),(((((NOT hyp:tok:in) AND oth:overlap:overlap25) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:and)) OR hyp:tok:there),(hyp:tok:human OR hyp:tok:people),((((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;) AND (NOT hyp:tok:on)) AND (NOT hyp:tok:at))
14,((((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are) AND (NOT hyp:tok:in)),(hyp:tok:during OR oth:overlap:overlap75),((hyp:tok:people OR oth:overlap:overlap75) OR hyp:tok:there),(((NOT pre:tok:to) AND (hyp:tok:outside OR hyp:tok:people)) AND (NOT pre:tok:street))
15,((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather),(((hyp:tok:clock OR hyp:tok:curly) OR hyp:tok:!) AND pre:tok:and),(((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller) OR hyp:tok:you),(((hyp:tok:hillside OR hyp:tok:walkway) OR hyp:tok:acoustic) OR hyp:tok:balding)
16,(pre:tok:movie OR pre:tok:produce),(hyp:tok:diving OR pre:tok:between),((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf),((((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub) AND pre:tok:in) OR hyp:tok:swimsuit)
17,(hyp:tok:moon OR hyp:tok:outdoors),((((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything) OR pre:tok:excited) OR hyp:tok:nothing),(hyp:tok:bath OR hyp:tok:inside),(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside) OR hyp:tok:near)
18,((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at),(((hyp:tok:touching OR hyp:tok:wet) OR hyp:tok:animals) OR hyp:tok:glasses),(((hyp:tok:beige OR pre:tok:injured) OR hyp:tok:brushing) OR hyp:tok:name),((NOT hyp:tok:people) AND hyp:tok:inside)
19,(hyp:tok:speed AND pre:tok:two),((((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating) AND (NOT oth:overlap:overlap50)) OR hyp:tok:empty),(hyp:tok:haired AND pre:tok:blue),(((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing) AND (NOT oth:overlap:overlap25))
20,(((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras),((((NOT oth:overlap:overlap75) AND hyp:tok:wearing) AND (NOT pre:tok:man)) OR pre:tok:vacation),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for),((hyp:tok:costume AND pre:tok:wizard) OR hyp:tok:year)
21,((NOT hyp:tok:to) AND oth:overlap:overlap25),((((hyp:tok:saw OR pre:tok:muddy) OR hyp:tok:handing) AND (NOT hyp:tok:is)) AND (NOT pre:tok:front)),(hyp:tok:yellow OR pre:tok:corn),((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:asleep) OR hyp:tok:naked) OR hyp:tok:cat)
22,(hyp:tok:tables AND pre:tok:is),((((hyp:tok:standing AND pre:tok:ground) OR hyp:tok:everyone) OR hyp:tok:though) OR hyp:tok:jersey),((((hyp:tok:dish OR pre:tok:pumpkin) OR hyp:tok:yarn) OR hyp:tok:12) OR hyp:tok:bottles),(NOT hyp:tok:outside)
23,(((NOT pre:tok:in) AND hyp:tok:bass) OR pre:tok:skydiving),(((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with) OR hyp:tok:teen),((((hyp:tok:car OR hyp:tok:running) OR hyp:tok:painting) AND (NOT pre:tok:running)) AND (NOT pre:tok:car)),((hyp:tok:one OR hyp:tok:wearing) OR pre:tok:only)
24,((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking),(hyp:tok:wife AND pre:tok:shirt),((hyp:tok:swimming OR hyp:tok:woods) OR hyp:tok:runs),(NOT pre:tok:background)
25,(hyp:tok:pants OR pre:tok:guitar),(hyp:tok:conversation AND pre:tok:are),(((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:cat) OR hyp:tok:nobody),(NOT pre:tok:girl)
26,((hyp:tok:jumping OR pre:tok:pet) AND hyp:tok:dog),(hyp:tok:chases AND pre:tok:is),(((NOT oth:overlap:overlap25) AND pre:tok:photographed) OR hyp:tok:surf),(((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum) AND hyp:tok:beach)
27,((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked),((NOT oth:overlap:overlap25) AND (hyp:tok:barefoot OR pre:tok:dump)),((((NOT hyp:tok:for) AND oth:overlap:overlap50) OR hyp:tok:has) AND (NOT pre:tok:walking)),((((hyp:tok:hoops OR pre:tok:yarn) OR hyp:tok:sunlight) OR pre:tok:pumpkin) AND (NOT hyp:tok:to))
28,((hyp:tok:tables AND pre:tok:is) OR hyp:tok:suv),(NOT pre:tok:pants),(hyp:tok:boards OR hyp:tok:guitars),(NOT hyp:tok:her)
29,((((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with)) AND (NOT oth:overlap:overlap50)),(((hyp:tok:asleep OR hyp:tok:sleeping) OR hyp:tok:park) AND (NOT pre:tok:park)),((hyp:tok:falls OR pre:tok:trains) OR hyp:tok:rollerblading),((hyp:tok:acoustic OR hyp:tok:shoveling) OR pre:tok:injured)
30,(((hyp:tok:swimming OR hyp:tok:tv) OR hyp:tok:blanket) AND (NOT oth:overlap:overlap50)),(hyp:tok:standing AND pre:tok:ground),((((hyp:tok:basketball OR hyp:tok:teenagers) OR hyp:tok:pet) AND (NOT pre:tok:and)) OR hyp:tok:kissing),(((((NOT hyp:tok:to) AND oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:football) OR pre:tok:concrete)
31,((((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in)) AND (NOT oth:overlap:overlap50)),(((NOT hyp:tok:outside) AND (hyp:tok:in OR oth:overlap:overlap25)) OR hyp:tok:to),((hyp:tok:eight OR hyp:tok:ring) AND pre:tok:red),((((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25)) AND (NOT pre:tok:on))
32,((hyp:tok:eating AND pre:tok:beach) AND pre:tok:and),((((hyp:tok:sits OR hyp:tok:sleeping) OR hyp:tok:nap) AND (NOT pre:tok:man)) OR hyp:tok:couch),(((pre:tok:off AND pre:tok:others) OR pre:tok:fetch) OR hyp:tok:buggy),(hyp:tok:bus OR hyp:tok:clown)
33,(((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in) OR hyp:tok:hoops),(hyp:tok:low OR pre:tok:form),(hyp:tok:car OR hyp:tok:running),((((hyp:tok:bamboo OR pre:tok:shelter) AND hyp:tok:outside) OR pre:tok:preschool) AND hyp:tok:outside)
34,((((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking) OR hyp:tok:wild) AND (NOT pre:tok:man)),((((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television) OR hyp:tok:stool),((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for) AND (NOT hyp:tok:there)),((((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing) AND (NOT oth:overlap:overlap50)) OR hyp:tok:eating)
35,(((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep) OR hyp:tok:laying),(hyp:tok:wearing AND pre:tok:two),(((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean) OR hyp:tok:setting),((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival)
36,(hyp:tok:bed OR hyp:tok:police),((((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:tall) OR hyp:tok:they),(hyp:tok:outdoors AND pre:tok:arrive),((((hyp:tok:event OR hyp:tok:outside) OR hyp:tok:sunny) AND (NOT pre:tok:people)) OR hyp:tok:kid)
37,(((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:in)) AND (NOT hyp:tok:people)),(hyp:tok:animals AND pre:tok:water),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:swimming) OR hyp:tok:no),(hyp:tok:humans AND pre:tok:scarves)
38,((NOT oth:overlap:overlap50) AND hyp:tok:outdoors),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:sleeping),((((hyp:tok:present OR hyp:tok:surrounded) OR hyp:tok:course) OR hyp:tok:buildings) AND (NOT hyp:tok:are)),((((hyp:tok:basketball OR pre:tok:runner) OR hyp:tok:brushing) AND (NOT pre:tok:basketball)) OR pre:tok:skyline)
39,((hyp:tok:asleep OR hyp:tok:for) OR hyp:tok:sad),((((hyp:tok:running AND pre:tok:group) OR pre:tok:lane) OR hyp:tok:though) OR hyp:tok:trail),(((hyp:tok:alone OR hyp:tok:empty) OR hyp:tok:sofa) AND (NOT pre:tok:with)),(((hyp:tok:race AND pre:tok:track) OR pre:tok:burning) OR hyp:tok:come)
40,(((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin),(((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet) AND pre:tok:and),(hyp:tok:at AND pre:tok:ride),(((hyp:tok:any OR hyp:tok:tops) AND pre:tok:dark) OR hyp:tok:mirror)
41,((((pre:tok:doctors OR pre:tok:numbered) OR pre:tok:prepare) OR hyp:tok:maroon) OR hyp:tok:balance),(hyp:tok:glass AND pre:tok:blond),(hyp:tok:bicycle AND hyp:tok:street),(((((NOT pre:tok:woman) AND oth:overlap:overlap25) OR hyp:tok:outside) AND (NOT hyp:tok:people)) AND (NOT pre:tok:red))
42,((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is),(((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:asleep) AND (NOT pre:tok:sitting)),((((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars) AND (NOT pre:tok:and)) OR hyp:tok:buddhist),(((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub) AND pre:tok:in)
43,(hyp:tok:motor OR pre:tok:motor),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR pre:tok:other) OR pre:tok:ball),((((hyp:tok:running OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:running)) OR hyp:tok:moon),((((hyp:tok:visiting OR pre:tok:urban) AND pre:tok:older) OR pre:tok:moon) OR pre:tok:shark)
44,(hyp:tok:skater AND hyp:tok:sleeping),((((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor) AND (NOT pre:tok:and)) AND (NOT hyp:tok:is)),(((NOT pre:tok:looking) AND (hyp:tok:outside OR oth:overlap:overlap25)) AND (NOT hyp:tok:sitting)),(hyp:tok:not AND pre:tok:two)
45,((hyp:tok:black AND hyp:tok:in) OR hyp:tok:costumes),((((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for)),(hyp:tok:walked AND pre:tok:man),(hyp:tok:nobody OR hyp:tok:sleeping)
46,(((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming) AND (NOT pre:tok:at)),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:eating) OR hyp:tok:asleep) OR hyp:tok:cafe),(hyp:tok:black AND hyp:tok:wearing),(hyp:tok:race AND pre:tok:track)
47,(hyp:tok:denim AND pre:tok:on),(hyp:tok:running OR hyp:tok:runs),((((hyp:tok:whilst OR pre:tok:pumpkin) OR hyp:tok:merchandise) OR hyp:tok:bare) OR hyp:tok:nine),((((NOT pre:tok:man) AND (hyp:tok:asleep OR hyp:tok:sleeping)) OR hyp:tok:desk) AND (NOT pre:tok:his))
48,(((hyp:tok:laying OR hyp:tok:seated) OR hyp:tok:pub) OR hyp:tok:fell),(((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims) OR hyp:tok:surf),(hyp:tok:basketball OR hyp:tok:teenagers),(NOT hyp:tok:wearing)
49,(((hyp:tok:black AND hyp:tok:in) OR hyp:tok:costumes) OR hyp:tok:colorful),(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts),(hyp:tok:favorite AND pre:tok:watching),(((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50)
50,(hyp:tok:riders OR pre:tok:clown),((((NOT hyp:tok:is) AND (pre:tok:church OR pre:tok:steel)) OR hyp:tok:finished) OR pre:tok:practice),(hyp:tok:outdoors AND pre:tok:stream),((oth:overlap:overlap75 AND pre:tok:in) AND pre:tok:and)
51,(hyp:tok:nobody OR hyp:tok:nothing),(((hyp:tok:wife AND pre:tok:shirt) OR hyp:tok:bystanders) AND (NOT pre:tok:while)),(hyp:tok:hate OR hyp:tok:skateboarding),(((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon) OR hyp:tok:stroller)
52,((((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)) AND (NOT pre:tok:are)),((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything),(NOT hyp:tok:for),((hyp:tok:lane OR hyp:tok:soccer) OR pre:tok:parade)
53,(hyp:tok:running OR pre:tok:table),((((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:home) AND (NOT pre:tok:at)),((((hyp:tok:at AND hyp:tok:home) OR hyp:tok:bed) OR hyp:tok:dishes) AND (NOT oth:overlap:overlap50)),((hyp:tok:inside OR pre:tok:running) OR hyp:tok:one)
54,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)),(((hyp:tok:into AND pre:tok:goggles) OR pre:tok:skiing) AND (NOT pre:tok:pants)),(((hyp:tok:brothers AND pre:tok:trampoline) OR hyp:tok:fetch) AND pre:tok:in),(((NOT pre:tok:group) AND hyp:tok:outside) AND (NOT hyp:tok:in))
55,((((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming) AND oth:overlap:overlap25) AND (NOT pre:tok:man)),((((NOT pre:tok:to) AND (hyp:tok:cat OR pre:tok:see)) OR hyp:tok:hats) OR hyp:tok:bottoms),((NOT pre:tok:in) AND (hyp:tok:down AND hyp:tok:sitting)),((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white)
56,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)) OR hyp:tok:eating) AND (NOT hyp:tok:people)),((pre:tok:life AND pre:tok:three) OR hyp:tok:clock),(hyp:tok:standing AND pre:tok:mirror),(hyp:tok:near OR oth:overlap:overlap75)
57,(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors) OR hyp:tok:people),(((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25),(hyp:tok:tools AND pre:tok:and),(hyp:tok:people AND pre:tok:live)
58,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)),(hyp:tok:vehicles AND pre:tok:racing),((((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors) OR hyp:tok:for) OR hyp:tok:tall),(hyp:tok:beach AND pre:tok:sound)
59,(hyp:tok:outside OR pre:tok:photographer),(((NOT pre:tok:black) AND hyp:tok:black) AND (NOT hyp:tok:wearing)),(((hyp:tok:shirt AND pre:tok:skates) OR hyp:tok:pipes) AND hyp:tok:red),(hyp:tok:to AND pre:tok:vehicles)
60,(((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered) OR hyp:tok:i),((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)),((hyp:tok:friends OR hyp:tok:tall) OR hyp:tok:trying),(NOT hyp:tok:men)
61,(hyp:tok:about OR hyp:tok:for),((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv),((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outdoors),((hyp:tok:chainsaw OR hyp:tok:mask) OR hyp:tok:addressing)
62,(((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers),(hyp:tok:favorite OR pre:tok:tray),((pre:tok:cleaning AND pre:tok:person) OR hyp:tok:sing),((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near)
63,(((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low),((hyp:tok:clock OR hyp:tok:suburban) OR pre:tok:napping),(((oth:overlap:overlap75 OR pre:tok:suit) AND pre:tok:in) OR pre:tok:dirt),(((((NOT pre:tok:dog) AND hyp:tok:running) AND (NOT pre:tok:in)) OR hyp:tok:grassy) AND (NOT hyp:tok:on))
64,(NOT hyp:tok:her),((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running),((hyp:tok:sofa AND pre:tok:his) OR pre:tok:naked),(hyp:tok:sheep AND pre:tok:and)
65,((((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming) OR pre:tok:road) AND (NOT pre:tok:down)),(hyp:tok:people AND pre:tok:live),(((NOT oth:overlap:overlap50) AND hyp:tok:sitting) AND (NOT pre:tok:in)),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops)
66,((((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook) OR pre:tok:wild) OR hyp:tok:desks),(pre:tok:lost OR pre:tok:moon),(((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50) OR hyp:tok:after),(hyp:tok:lake AND pre:tok:sides)
67,((((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes) AND (NOT pre:tok:with)),((hyp:tok:groom OR hyp:tok:year) AND pre:tok:is),(((hyp:tok:chinese OR pre:tok:resting) OR hyp:tok:steering) OR hyp:tok:clock),(hyp:tok:acoustic OR hyp:tok:shoveling)
68,(((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use) OR pre:tok:rink),((((pre:tok:its OR pre:tok:riding) OR hyp:tok:shooting) OR pre:tok:stunt) OR hyp:tok:dish),((hyp:tok:drinks OR hyp:tok:falls) OR hyp:tok:powerpoint),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends) OR hyp:tok:tall)
69,((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying) AND (NOT pre:tok:to)),((((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa) OR hyp:tok:desks) AND (NOT hyp:tok:woman)),((((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)),((((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts)) AND (NOT hyp:tok:on)) OR hyp:tok:brushes)
70,(((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming) OR pre:tok:road),((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on),((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks),(((NOT pre:tok:walking) AND (hyp:tok:walking AND pre:tok:is)) OR hyp:tok:staircase)
71,(((hyp:tok:groceries AND pre:tok:people) OR pre:tok:army) AND hyp:tok:are),(pre:tok:city OR pre:tok:sitting),(((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:there) AND (NOT hyp:tok:in)),(hyp:tok:curly OR hyp:tok:khaki)
72,((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck),((pre:tok:cement AND pre:tok:his) OR hyp:tok:interested),((((NOT pre:tok:woman) AND (hyp:tok:there OR oth:overlap:overlap25)) OR hyp:tok:person) OR pre:tok:older),(hyp:tok:daughters AND pre:tok:and)
73,(((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached) OR pre:tok:candy),((((hyp:tok:inside AND pre:tok:sitting) AND pre:tok:in) OR pre:tok:hug) OR pre:tok:fly),(hyp:tok:alone OR hyp:tok:empty),(((hyp:tok:mural AND pre:tok:with) OR hyp:tok:butterfly) AND (NOT hyp:tok:on))
74,(((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)) OR hyp:tok:blanket),(((NOT pre:tok:people) AND (oth:overlap:overlap75 AND pre:tok:in)) OR hyp:tok:store),((((hyp:tok:enjoying OR hyp:tok:lab) OR pre:tok:concert) OR pre:tok:funny) OR hyp:tok:fan),(hyp:tok:hillside OR hyp:tok:squatting)
75,(hyp:tok:helps OR hyp:tok:tunnel),((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini),((hyp:tok:boy AND hyp:tok:sleeping) AND pre:tok:is),(((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey) AND oth:overlap:overlap75)
76,(hyp:tok:outdoors OR hyp:tok:there),(((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)) AND (NOT pre:tok:with)),(hyp:tok:down AND pre:tok:she),((hyp:tok:hillside OR hyp:tok:squatting) OR hyp:tok:acoustic)
77,((oth:overlap:overlap75 OR pre:tok:his) OR pre:tok:one),((((NOT hyp:tok:man) AND (hyp:tok:woman AND pre:tok:man)) AND (NOT pre:tok:while)) AND (NOT pre:tok:to)),((((hyp:tok:acoustic OR hyp:tok:hillside) OR pre:tok:lost) OR pre:tok:thinking) OR hyp:tok:obstacle),((((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon) OR hyp:tok:stroller) OR pre:tok:laboratory)
78,((hyp:tok:for OR hyp:tok:park) OR pre:tok:together),(hyp:tok:nothing AND pre:tok:woman),((((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:there) AND (NOT hyp:tok:in)) OR hyp:tok:outdoors),((((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt) OR hyp:tok:addressing) AND (NOT pre:tok:and))
79,(hyp:tok:park AND pre:tok:individual),((((hyp:tok:least AND pre:tok:on) OR hyp:tok:wheeled) OR pre:tok:pick) OR pre:tok:turns),((((hyp:tok:pool AND oth:overlap:overlap50) AND hyp:tok:in) OR hyp:tok:roller) AND (NOT hyp:tok:girl)),((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding) OR hyp:tok:human)
80,((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister),(((hyp:tok:least AND pre:tok:on) OR hyp:tok:wheeled) OR pre:tok:pick),((hyp:tok:lane OR hyp:tok:milk) AND hyp:tok:are),((((hyp:tok:race AND pre:tok:track) OR pre:tok:burning) OR hyp:tok:come) AND (NOT pre:tok:in))
81,(((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within),((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)),(hyp:tok:brown OR hyp:tok:sad),((((hyp:tok:outdoors OR hyp:tok:outside) OR hyp:tok:something) OR hyp:tok:vehicle) OR hyp:tok:moving)
82,((((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance) OR hyp:tok:muddy),((((hyp:tok:casual AND pre:tok:and) OR pre:tok:airport) AND hyp:tok:person) AND (NOT pre:tok:is)),(((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like),(hyp:tok:at AND pre:tok:tables)
83,((((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her) OR pre:tok:someone),(hyp:tok:farmer AND pre:tok:in),(hyp:tok:kitchen AND pre:tok:asian),((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing)
