,Cluster1,Cluster2,Cluster3,Cluster4
30,pre:tok:raises,hyp:tok:hats,hyp:tok:dishes,hyp:tok:suspended
31,pre:tok:hang,pre:tok:city,hyp:tok:suspended,pre:tok:live
32,pre:tok:instruments,hyp:tok:favorite,pre:tok:seems,pre:tok:sides
33,hyp:tok:rope,hyp:tok:wheeler,pre:tok:pie,hyp:tok:each
34,hyp:tok:beard,hyp:tok:play,pre:tok:shooting,pre:tok:shooting
35,hyp:tok:garage,hyp:tok:clothed,hyp:tok:jersey,hyp:tok:nap
36,hyp:tok:make,hyp:tok:waist,pre:tok:asian,pre:tok:wearing
37,hyp:tok:cardboard,hyp:tok:finished,pre:tok:heels,hyp:tok:squatting
38,hyp:tok:sandwich,hyp:tok:relax,hyp:tok:scooters,hyp:tok:acoustic
39,hyp:tok:paddle,pre:tok:company,hyp:tok:upset,pre:tok:vehicles
40,hyp:tok:filled,hyp:tok:hillside,hyp:tok:knee,hyp:tok:backpacks
41,hyp:tok:jump,pre:tok:supermarket,pre:tok:chess,pre:tok:television
42,pre:tok:hangs,hyp:tok:uniformed,hyp:tok:toward,pre:tok:bucket
43,pre:tok:weather,hyp:tok:ears,hyp:tok:nap,hyp:tok:tutu
44,hyp:tok:happening,hyp:tok:grassy,hyp:tok:international,hyp:tok:smiling
45,pre:tok:images,pre:tok:shown,hyp:tok:courtyard,hyp:tok:you
46,pre:tok:multiple,hyp:tok:model,pre:tok:among,pre:tok:daughters
47,pre:tok:rescue,hyp:tok:into,hyp:tok:acoustic,hyp:tok:paddles
48,hyp:tok:softball,hyp:tok:rink,pre:tok:set,hyp:tok:her
49,hyp:tok:chasing,hyp:tok:produce,hyp:tok:backpacks,hyp:tok:curly
50,pre:tok:shaving,hyp:tok:music,pre:tok:vehicles,pre:tok:jockey
51,hyp:tok:soap,hyp:tok:sleeved,pre:tok:bicyclists,pre:tok:walking
52,hyp:tok:race,hyp:tok:lead,hyp:tok:parking,hyp:tok:ladies
53,hyp:tok:skateboarder,pre:tok:nutcracker,hyp:tok:you,hyp:tok:slam
54,pre:tok:straight,pre:tok:leaping,pre:tok:her,hyp:tok:chinese
55,hyp:tok:favorite,hyp:tok:diving,hyp:tok:blows,pre:tok:museum
56,hyp:tok:bowls,hyp:tok:rolled,hyp:tok:pipes,hyp:tok:buildings
57,pre:tok:chat,pre:tok:alone,hyp:tok:scouts,hyp:tok:mirror
58,hyp:tok:repair,hyp:tok:formal,hyp:tok:coffee,hyp:tok:rocky
59,hyp:tok:years,hyp:tok:onlookers,hyp:tok:eight,hyp:tok:bathtub
60,hyp:tok:look,pre:tok:thinking,hyp:tok:stroller,hyp:tok:wet
61,pre:tok:picking,pre:tok:crafts,hyp:tok:beam,pre:tok:courtyard
62,pre:tok:tank,hyp:tok:below,pre:tok:corn,hyp:tok:jumping
63,hyp:tok:crib,pre:tok:surfboard,hyp:tok:5,hyp:tok:championship
64,pre:tok:daughter,pre:tok:strike,hyp:tok:laboratory,pre:tok:pulled
65,pre:tok:climbs,pre:tok:see,pre:tok:stream,hyp:tok:any
66,pre:tok:produce,hyp:tok:farmer,pre:tok:museum,hyp:tok:wrapped
67,hyp:tok:photographing,pre:tok:hose,pre:tok:trunks,pre:tok:mcdonald
68,hyp:tok:trunks,hyp:tok:podium,hyp:tok:buildings,pre:tok:golfer
69,pre:tok:fun,hyp:tok:closed,hyp:tok:mirror,hyp:tok:chair
70,hyp:tok:wetsuit,pre:tok:instrument,pre:tok:clouds,hyp:tok:doctors
71,pre:tok:items,hyp:tok:tag,hyp:tok:pots,pre:tok:dark
72,hyp:tok:produce,hyp:tok:beige,hyp:tok:sound,pre:tok:dress
73,hyp:tok:sister,hyp:tok:cliff,pre:tok:trains,hyp:tok:drives
74,hyp:tok:stars,hyp:tok:microscope,hyp:tok:fingers,pre:tok:event
75,hyp:tok:soldier,pre:tok:napping,hyp:tok:elderly,pre:tok:starting
76,hyp:tok:sides,pre:tok:pan,pre:tok:fetch,hyp:tok:some
77,pre:tok:nutcracker,hyp:tok:wheeled,hyp:tok:championship,hyp:tok:past
78,hyp:tok:-,hyp:tok:he,hyp:tok:brown,hyp:tok:walkway
79,hyp:tok:station,pre:tok:diaper,hyp:tok:tube,hyp:tok:deer
80,hyp:tok:ledge,pre:tok:making,pre:tok:!,hyp:tok:different
81,hyp:tok:greyhound,pre:tok:tire,pre:tok:surf,pre:tok:tea
82,hyp:tok:looks,hyp:tok:store,pre:tok:listens,pre:tok:talking
83,hyp:tok:costumes,pre:tok:shoulders,hyp:tok:than,pre:tok:yellow
84,pre:tok:wife,pre:tok:sunny,pre:tok:golfer,pre:tok:digging
85,pre:tok:thinking,pre:tok:yelling,pre:tok:railing,hyp:tok:paddle
86,hyp:tok:writing,pre:tok:steering,hyp:tok:bride,hyp:tok:flies
87,hyp:tok:waiting,hyp:tok:bottoms,hyp:tok:draped,pre:tok:older
88,hyp:tok:talks,pre:tok:marathon,hyp:tok:drives,pre:tok:another
89,pre:tok:crafts,hyp:tok:tutu,pre:tok:neighborhood,hyp:tok:snow
90,hyp:tok:herself,hyp:tok:smiling,pre:tok:watching,hyp:tok:sunny
91,hyp:tok:protecting,hyp:tok:you,hyp:tok:headphones,pre:tok:cool
92,pre:tok:into,hyp:tok:through,hyp:tok:beard,pre:tok:tips
93,hyp:tok:getting,hyp:tok:instructor,hyp:tok:girl,hyp:tok:come
94,pre:tok:different,hyp:tok:drives,pre:tok:kiss,pre:tok:gets
95,hyp:tok:new,hyp:tok:vests,pre:tok:decorative,pre:tok:tables
96,hyp:tok:about,pre:tok:upwards,hyp:tok:move,pre:tok:images
97,hyp:tok:control,pre:tok:swimming,hyp:tok:pitcher,hyp:tok:one
98,pre:tok:jogging,hyp:tok:some,pre:tok:performer,pre:tok:speaks
99,pre:tok:uniformed,pre:tok:cherry,hyp:tok:bikers,hyp:tok:fixing
100,pre:tok:jean,hyp:tok:pulled,hyp:tok:vacation,pre:tok:track
101,pre:tok:tv,pre:tok:tea,hyp:tok:pulled,pre:tok:buy
102,hyp:tok:caught,hyp:tok:multiple,pre:tok:laundromat,pre:tok:urban
103,hyp:tok:bent,hyp:tok:only,pre:tok:parents,pre:tok:wall
104,pre:tok:compete,pre:tok:flipping,hyp:tok:feet,pre:tok:six
105,hyp:tok:well,hyp:tok:next,hyp:tok:down,hyp:tok:surfboard
106,pre:tok:struggling,pre:tok:stars,pre:tok:arrive,pre:tok:basketball
107,hyp:tok:robes,hyp:tok:stage,pre:tok:castle,pre:tok:football
108,hyp:tok:police,pre:tok:ft,hyp:tok:ring,hyp:tok:tops
109,hyp:tok:snowy,pre:tok:stringed,pre:tok:humans,hyp:tok:steps
110,hyp:tok:though,hyp:tok:milk,pre:tok:blanket,pre:tok:background
111,pre:tok:child,hyp:tok:costumed,hyp:tok:selling,pre:tok:propeller
112,pre:tok:folding,hyp:tok:dingy,hyp:tok:only,hyp:tok:burning
113,hyp:tok:boys,hyp:tok:swimsuit,pre:tok:mirror,hyp:tok:sheep
114,hyp:tok:court,pre:tok:life,pre:tok:sunset,hyp:tok:numbers
115,pre:tok:camera,pre:tok:below,pre:tok:older,hyp:tok:chainsaw
116,hyp:tok:horses,pre:tok:gentleman,pre:tok:garage,pre:tok:popsicle
117,hyp:tok:gesturing,pre:tok:performers,pre:tok:'s,pre:tok:one
118,hyp:tok:walmart,pre:tok:creating,pre:tok:happy,hyp:tok:phone
119,hyp:tok:hiding,hyp:tok:shopping,hyp:tok:mask,pre:tok:gentlemen
120,hyp:tok:observe,pre:tok:airport,pre:tok:images,hyp:tok:skater
121,pre:tok:rowboat,pre:tok:duck,pre:tok:land,hyp:tok:wheeler
122,hyp:tok:boat,hyp:tok:clothes,hyp:tok:doors,pre:tok:sound
123,hyp:tok:wheeled,hyp:tok:trick,hyp:tok:street,hyp:tok:trying
124,pre:tok:terrain,hyp:tok:heading,hyp:tok:creating,pre:tok:burning
125,hyp:tok:officers,hyp:tok:cooking,hyp:tok:crane,hyp:tok:cool
126,hyp:tok:half,pre:tok:remote,pre:tok:she,hyp:tok:waist
127,hyp:tok:rowboat,pre:tok:dead,hyp:tok:tennis,pre:tok:barn
128,hyp:tok:dishes,hyp:tok:inflatable,pre:tok:females,pre:tok:stringed
129,pre:tok:up,hyp:tok:car,hyp:tok:straight,hyp:tok:balding
130,hyp:tok:various,pre:tok:lost,pre:tok:against,pre:tok:only
131,hyp:tok:smiling,pre:tok:sister,pre:tok:profile,hyp:tok:rides
132,hyp:tok:you,pre:tok:trampoline,pre:tok:experiment,hyp:tok:booth
133,pre:tok:father,hyp:tok:device,pre:tok:hit,pre:tok:husband
134,hyp:tok:ladies,hyp:tok:indian,hyp:tok:jerseys,hyp:tok:push
135,hyp:tok:through,hyp:tok:kisses,pre:tok:nose,pre:tok:helps
136,pre:tok:swims,pre:tok:indoor,hyp:tok:run,pre:tok:through
137,hyp:tok:rocky,pre:tok:hits,hyp:tok:parade,hyp:tok:last
138,pre:tok:checkered,hyp:tok:volleyball,pre:tok:resting,hyp:tok:curtain
139,pre:tok:crane,pre:tok:quickly,pre:tok:shaving,hyp:tok:song
140,hyp:tok:wrapped,pre:tok:stunt,hyp:tok:sheep,hyp:tok:humans
141,hyp:tok:wood,hyp:tok:begins,hyp:tok:course,hyp:tok:their
142,hyp:tok:wooden,pre:tok:structure,hyp:tok:tools,pre:tok:building
143,hyp:tok:drives,hyp:tok:stream,hyp:tok:numbers,hyp:tok:crowded
144,pre:tok:pots,hyp:tok:shoot,hyp:tok:seems,pre:tok:laboratory
145,pre:tok:swimming,pre:tok:lay,hyp:tok:kissing,hyp:tok:bamboo
146,pre:tok:night,hyp:tok:musical,hyp:tok:hair,hyp:tok:box
147,pre:tok:toys,pre:tok:ball,pre:tok:laundry,pre:tok:vest
148,hyp:tok:magazine,hyp:tok:hallway,hyp:tok:singing,hyp:tok:holding
149,hyp:tok:'s,pre:tok:auditorium,hyp:tok:favorite,hyp:tok:bath
150,hyp:tok:pig,hyp:tok:snowman,hyp:tok:phone,pre:tok:jumped
151,hyp:tok:bin,hyp:tok:napping,pre:tok:chat,hyp:tok:coat
152,pre:tok:tent,hyp:tok:groups,hyp:tok:clothing,hyp:tok:chef
153,hyp:tok:surfing,hyp:tok:office,pre:tok:diner,pre:tok:running
154,hyp:tok:pocket,pre:tok:wheeler,hyp:tok:bikes,pre:tok:word
155,hyp:tok:plastic,pre:tok:mall,pre:tok:hiding,hyp:tok:bandanna
156,pre:tok:background,hyp:tok:barefoot,hyp:tok:trying,hyp:tok:into
157,hyp:tok:bridal,pre:tok:cement,hyp:tok:groom,hyp:tok:bowl
158,pre:tok:use,pre:tok:skateboard,pre:tok:sound,pre:tok:stairs
159,hyp:tok:seated,hyp:tok:bottles,pre:tok:husky,hyp:tok:has
160,hyp:tok:muddy,hyp:tok:casual,hyp:tok:lab,pre:tok:benches
161,pre:tok:karate,hyp:tok:dancers,pre:tok:sandals,pre:tok:shelter
162,hyp:tok:referee,pre:tok:hikers,hyp:tok:fetch,pre:tok:skyline
163,hyp:tok:customer,pre:tok:learning,hyp:tok:shoveling,pre:tok:shoot
164,hyp:tok:photographs,hyp:tok:angry,pre:tok:barn,hyp:tok:bus
165,hyp:tok:bread,hyp:tok:owner,hyp:tok:cake,pre:tok:shark
166,hyp:tok:last,pre:tok:mural,pre:tok:along,hyp:tok:belt
167,hyp:tok:helps,pre:tok:farmers,hyp:tok:from,pre:tok:boardwalk
168,hyp:tok:toothbrush,pre:tok:puddle,hyp:tok:enjoying,hyp:tok:hot
169,hyp:tok:machine,pre:tok:walks,pre:tok:bench,pre:tok:nutcracker
170,pre:tok:couple,hyp:tok:atv,hyp:tok:buggy,hyp:tok:coach
171,pre:tok:masks,hyp:tok:everyone,hyp:tok:milk,pre:tok:gymnasium
172,hyp:tok:groceries,pre:tok:skinned,hyp:tok:teenagers,hyp:tok:vehicle
173,hyp:tok:racing,pre:tok:winter,pre:tok:suit,pre:tok:-
174,pre:tok:food,hyp:tok:riding,hyp:tok:obstacle,pre:tok:conversation
175,hyp:tok:lime,hyp:tok:conductor,pre:tok:groom,hyp:tok:backwards
176,hyp:tok:shopping,hyp:tok:chain,hyp:tok:climbs,hyp:tok:upright
177,hyp:tok:project,pre:tok:daughters,pre:tok:married,hyp:tok:cleaning
178,pre:tok:talks,hyp:tok:opponent,hyp:tok:lighting,hyp:tok:diving
179,pre:tok:airport,hyp:tok:unicycle,hyp:tok:climbing,pre:tok:league
180,pre:tok:laughing,hyp:tok:subway,hyp:tok:humans,pre:tok:remote
181,pre:tok:cameras,hyp:tok:talk,hyp:tok:setting,pre:tok:magazine
182,hyp:tok:trick,hyp:tok:during,hyp:tok:swimsuit,hyp:tok:maroon
183,pre:tok:dead,hyp:tok:move,hyp:tok:bamboo,pre:tok:green
184,pre:tok:chinese,hyp:tok:past,hyp:tok:happy,pre:tok:sleeping
185,pre:tok:looking,hyp:tok:way,hyp:tok:clouds,pre:tok:scarves
186,pre:tok:match,pre:tok:rock,hyp:tok:ears,hyp:tok:desk
187,hyp:tok:instruments,pre:tok:lying,hyp:tok:bath,pre:tok:as
188,pre:tok:liquid,hyp:tok:glasses,hyp:tok:grassy,hyp:tok:eats
189,pre:tok:hanging,hyp:tok:jumped,hyp:tok:puddle,pre:tok:cats
190,hyp:tok:kisses,hyp:tok:older,hyp:tok:pets,pre:tok:;
191,hyp:tok:object,pre:tok:mid,hyp:tok:wading,hyp:tok:butterfly
192,pre:tok:near,hyp:tok:tea,hyp:tok:catching,pre:tok:cooks
193,pre:tok:skiing,hyp:tok:dock,hyp:tok:rowing,hyp:tok:costume
194,hyp:tok:pretending,hyp:tok:airport,hyp:tok:!,pre:tok:liquid
195,pre:tok:numbered,hyp:tok:lamp,pre:tok:others,hyp:tok:harnesses
196,hyp:tok:fish,pre:tok:river,pre:tok:shoot,hyp:tok:hang
197,hyp:tok:shoot,pre:tok:shadow,hyp:tok:bus,pre:tok:glasses
198,hyp:tok:waters,hyp:tok:rollerskating,pre:tok:act,hyp:tok:kid
199,hyp:tok:gathered,pre:tok:belt,pre:tok:army,hyp:tok:clown
200,pre:tok:younger,pre:tok:artwork,hyp:tok:clothes,pre:tok:indoor
201,hyp:tok:middle,hyp:tok:groom,hyp:tok:wineglass,hyp:tok:daughters
202,pre:tok:shoveling,hyp:tok:silver,pre:tok:get,pre:tok:skiing
203,hyp:tok:preparing,hyp:tok:diver,pre:tok:rooftop,pre:tok:line
204,hyp:tok:image,pre:tok:married,hyp:tok:gravel,pre:tok:quickly
205,pre:tok:headscarf,pre:tok:gives,hyp:tok:vehicle,pre:tok:drums
206,hyp:tok:staircase,hyp:tok:cheerleading,hyp:tok:backwards,hyp:tok:bright
207,hyp:tok:field,hyp:tok:pets,hyp:tok:been,hyp:tok:new
208,pre:tok:smile,pre:tok:word,hyp:tok:relaxing,hyp:tok:winning
209,pre:tok:riding,hyp:tok:ocean,pre:tok:hair,pre:tok:than
210,hyp:tok:sweater,pre:tok:walked,hyp:tok:pointed,pre:tok:going
211,pre:tok:skateboard,hyp:tok:barbecue,hyp:tok:professional,hyp:tok:stream
212,hyp:tok:spinning,hyp:tok:glass,pre:tok:league,hyp:tok:desert
213,hyp:tok:bottles,pre:tok:excited,hyp:tok:students,pre:tok:ocean
214,hyp:tok:above,hyp:tok:signs,pre:tok:wizard,hyp:tok:neighborhood
215,pre:tok:hikers,pre:tok:lane,hyp:tok:formal,hyp:tok:nine
216,hyp:tok:yellow,hyp:tok:!,pre:tok:6,pre:tok:yoga
217,pre:tok:studying,hyp:tok:watched,pre:tok:concert,hyp:tok:brushing
218,pre:tok:learning,hyp:tok:bus,hyp:tok:young,hyp:tok:cafeteria
219,hyp:tok:angry,pre:tok:golden,hyp:tok:dish,pre:tok:sport
220,hyp:tok:stripe,pre:tok:suspenders,pre:tok:funny,hyp:tok:hugging
221,pre:tok:photographs,hyp:tok:sandwiches,hyp:tok:roller,hyp:tok:swing
222,hyp:tok:hydrant,hyp:tok:handing,pre:tok:looking,pre:tok:goggles
223,hyp:tok:daughter,hyp:tok:pub,hyp:tok:surrounded,hyp:tok:waterfall
224,pre:tok:put,hyp:tok:cars,pre:tok:trampoline,hyp:tok:japanese
225,hyp:tok:denim,pre:tok:muddy,hyp:tok:bare,hyp:tok:hoping
226,hyp:tok:goal,pre:tok:babies,pre:tok:students,pre:tok:crossing
227,pre:tok:activity,hyp:tok:old,pre:tok:cooks,hyp:tok:naked
228,pre:tok:three,hyp:tok:amusement,hyp:tok:train,hyp:tok:story
229,hyp:tok:derby,hyp:tok:waitress,hyp:tok:haired,pre:tok:moon
230,pre:tok:native,pre:tok:between,pre:tok:platform,pre:tok:concrete
231,hyp:tok:drinking,pre:tok:tee,pre:tok:liquid,hyp:tok:bottles
232,pre:tok:control,hyp:tok:animals,hyp:tok:baseball,hyp:tok:world
233,hyp:tok:arms,pre:tok:ballet,hyp:tok:edge,hyp:tok:flip
234,hyp:tok:buys,hyp:tok:turns,pre:tok:baby,hyp:tok:staircase
235,pre:tok:hairnet,hyp:tok:hate,pre:tok:thinking,hyp:tok:racetrack
236,pre:tok:ramp,hyp:tok:stay,hyp:tok:shops,pre:tok:injured
237,pre:tok:all,pre:tok:moon,pre:tok:naked,pre:tok:child
238,hyp:tok:suspended,pre:tok:go,hyp:tok:cars,hyp:tok:groups
239,pre:tok:snow,pre:tok:women,pre:tok:meet,pre:tok:roller
240,pre:tok:kayak,hyp:tok:shop,pre:tok:skiing,hyp:tok:safety
241,hyp:tok:girlfriend,hyp:tok:shaped,hyp:tok:whilst,hyp:tok:visiting
242,hyp:tok:furniture,pre:tok:steel,hyp:tok:tractor,
243,hyp:tok:computer,pre:tok:poster,hyp:tok:jean,
244,hyp:tok:written,pre:tok:stage,pre:tok:ceremony,
245,pre:tok:game,pre:tok:balcony,pre:tok:hits,
246,hyp:tok:tattoo,hyp:tok:body,pre:tok:numbered,
247,hyp:tok:helmet,pre:tok:church,hyp:tok:statue,
248,pre:tok:leaf,hyp:tok:shooting,pre:tok:carriage,
249,hyp:tok:throws,hyp:tok:theater,pre:tok:photographed,
250,pre:tok:fight,pre:tok:kite,hyp:tok:marathon,
251,hyp:tok:mid,hyp:tok:arena,pre:tok:dirt,
252,hyp:tok:dry,hyp:tok:balance,hyp:tok:begins,
253,pre:tok:photographer,pre:tok:style,hyp:tok:old,
254,pre:tok:seat,pre:tok:competition,hyp:tok:feeding,
255,hyp:tok:championship,hyp:tok:left,pre:tok:training,
256,pre:tok:mcdonald,hyp:tok:touching,pre:tok:late,
257,hyp:tok:hoops,hyp:tok:packages,pre:tok:going,
258,pre:tok:together,pre:tok:enthusiasts,hyp:tok:merchandise,
259,pre:tok:motor,hyp:tok:attempt,hyp:tok:control,
260,hyp:tok:during,pre:tok:converse,hyp:tok:soup,
261,hyp:tok:pitcher,pre:tok:wineglass,hyp:tok:nine,
262,pre:tok:skate,pre:tok:patio,hyp:tok:first,
263,pre:tok:design,pre:tok:traveling,pre:tok:peace,
264,pre:tok:gathering,hyp:tok:guitar,hyp:tok:brushing,
265,hyp:tok:grill,hyp:tok:brown,pre:tok:like,
266,pre:tok:rock,pre:tok:surf,hyp:tok:name,
267,pre:tok:lunch,pre:tok:listens,hyp:tok:chases,
268,pre:tok:lake,pre:tok:railing,pre:tok:relax,
269,pre:tok:sunset,hyp:tok:activity,hyp:tok:painting,
270,pre:tok:mirror,hyp:tok:inline,pre:tok:motorcycles,
271,hyp:tok:sunny,hyp:tok:ring,pre:tok:knife,
272,pre:tok:everywhere,hyp:tok:anything,hyp:tok:japanese,
273,pre:tok:four,hyp:tok:heels,hyp:tok:accordion,
274,pre:tok:washes,pre:tok:crib,hyp:tok:stay,
275,hyp:tok:older,pre:tok:dump,pre:tok:moon,
276,hyp:tok:bottom,pre:tok:spray,hyp:tok:buddhist,
277,pre:tok:table,pre:tok:n't,pre:tok:soap,
278,hyp:tok:robe,hyp:tok:crane,pre:tok:ride,
279,pre:tok:biker,pre:tok:working,hyp:tok:building,
280,hyp:tok:crying,hyp:tok:straight,hyp:tok:plays,
281,hyp:tok:ramp,hyp:tok:outer,hyp:tok:cats,
282,hyp:tok:tea,hyp:tok:audience,pre:tok:car,
283,hyp:tok:dock,pre:tok:flowered,hyp:tok:carving,
284,hyp:tok:pick,pre:tok:hiding,hyp:tok:uses,
285,hyp:tok:airport,pre:tok:sound,pre:tok:injured,
286,pre:tok:pipe,hyp:tok:artwork,hyp:tok:convertible,
287,hyp:tok:lamp,pre:tok:form,pre:tok:women,
288,pre:tok:wig,hyp:tok:sleep,hyp:tok:brunette,
289,hyp:tok:riders,hyp:tok:fetch,hyp:tok:beige,
290,pre:tok:musician,hyp:tok:shoveling,hyp:tok:boys,
291,pre:tok:clear,hyp:tok:sunlight,hyp:tok:landing,
292,pre:tok:china,hyp:tok:camouflage,hyp:tok:lost,
293,pre:tok:lap,pre:tok:makeup,hyp:tok:mural,
294,pre:tok:curb,hyp:tok:husky,pre:tok:camera,
295,hyp:tok:groom,hyp:tok:boards,hyp:tok:bottles,
296,pre:tok:whose,hyp:tok:fake,,
297,pre:tok:boards,pre:tok:jumped,,
298,pre:tok:suit,hyp:tok:puzzle,,
299,hyp:tok:lighting,hyp:tok:stool,,
300,hyp:tok:pants,hyp:tok:blonde,,
301,pre:tok:nap,hyp:tok:jogging,,
302,hyp:tok:shoe,pre:tok:elephant,,
303,pre:tok:word,pre:tok:shark,,
304,pre:tok:walked,pre:tok:fence,,
305,pre:tok:giant,hyp:tok:direction,,
306,pre:tok:candy,pre:tok:wild,,
307,pre:tok:guitar,hyp:tok:professional,,
308,hyp:tok:yelling,hyp:tok:sticks,,
309,pre:tok:lane,hyp:tok:before,,
310,hyp:tok:!,hyp:tok:desk,,
311,pre:tok:fast,hyp:tok:bicycle,,
312,pre:tok:shoot,pre:tok:its,,
313,pre:tok:movie,hyp:tok:butterfly,,
314,pre:tok:angry,pre:tok:platform,,
315,hyp:tok:underneath,hyp:tok:books,,
316,pre:tok:waiting,hyp:tok:costume,,
317,pre:tok:race,hyp:tok:traditional,,
318,hyp:tok:walk,hyp:tok:compete,,
319,pre:tok:gesturing,hyp:tok:kid,,
320,hyp:tok:roller,hyp:tok:wares,,
321,hyp:tok:terrain,pre:tok:meet,,
322,pre:tok:swimsuit,hyp:tok:greyhounds,,
323,pre:tok:apartment,pre:tok:stove,,
324,hyp:tok:handing,pre:tok:chases,,
325,pre:tok:chopping,hyp:tok:strike,,
326,hyp:tok:stuck,hyp:tok:trail,,
327,hyp:tok:snowshoes,pre:tok:relax,,
328,hyp:tok:outfits,pre:tok:passed,,
329,hyp:tok:cameras,hyp:tok:plays,,
330,pre:tok:skateboarder,pre:tok:motorcyclists,,
331,pre:tok:ceremony,hyp:tok:saw,,
332,hyp:tok:tie,hyp:tok:where,,
333,hyp:tok:marathon,,,
334,pre:tok:leans,,,
335,hyp:tok:cow,,,
336,pre:tok:hydrant,,,
337,pre:tok:fallen,,,
338,hyp:tok:protective,,,
339,hyp:tok:amusement,,,
340,hyp:tok:throw,,,
341,hyp:tok:microphone,,,
342,hyp:tok:cafeteria,,,
343,hyp:tok:art,,,
344,pre:tok:bearded,,,
345,hyp:tok:holiday,,,
346,hyp:tok:mouths,,,
347,pre:tok:reads,,,
348,pre:tok:grocery,,,
349,hyp:tok:appears,,,
350,pre:tok:works,,,
351,hyp:tok:snowboarder,,,
352,hyp:tok:directing,,,
353,hyp:tok:chicken,,,
354,pre:tok:tie,,,
355,pre:tok:stage,,,
356,pre:tok:birthday,,,
357,pre:tok:church,,,
358,hyp:tok:motor,,,
359,pre:tok:goat,,,
360,hyp:tok:theater,,,
361,hyp:tok:displaying,,,
362,hyp:tok:chewing,,,
363,hyp:tok:passed,,,
364,hyp:tok:trip,,,
365,pre:tok:tattoos,,,
366,pre:tok:out,,,
367,pre:tok:backpacks,,,
368,hyp:tok:newspapers,,,
369,hyp:tok:museum,,,
370,pre:tok:owner,,,
371,hyp:tok:packages,,,
372,hyp:tok:fisherman,,,
373,pre:tok:glass,,,
374,hyp:tok:year,,,
375,hyp:tok:plane,,,
376,hyp:tok:band,,,
377,pre:tok:snowman,,,
378,pre:tok:dressed,,,
379,hyp:tok:spring,,,
380,pre:tok:attached,,,
381,hyp:tok:night,,,
382,pre:tok:numbers,,,
383,hyp:tok:skirts,,,
384,hyp:tok:case,,,
385,hyp:tok:sport,,,
386,hyp:tok:laundromat,,,
387,hyp:tok:spray,,,
388,pre:tok:someone,,,
389,hyp:tok:barely,,,
390,pre:tok:painted,,,
391,pre:tok:clown,,,
392,hyp:tok:sheep,,,
393,hyp:tok:clean,,,
394,pre:tok:checks,,,
395,pre:tok:low,,,
396,hyp:tok:skater,,,
397,pre:tok:flowered,,,
398,pre:tok:button,,,
399,pre:tok:form,,,
400,pre:tok:driving,,,
401,hyp:tok:sunlight,,,
402,hyp:tok:booth,,,
403,hyp:tok:ft,,,
404,pre:tok:studio,,,
405,pre:tok:building,,,
406,pre:tok:telling,,,
407,pre:tok:kids,,,
408,hyp:tok:bamboo,,,
409,hyp:tok:trumpet,,,
410,hyp:tok:clouds,,,
411,pre:tok:bus,,,
412,pre:tok:jumped,,,
413,hyp:tok:desks,,,
414,hyp:tok:puzzle,,,
415,pre:tok:puts,,,
