,Cluster1,Cluster2,Cluster3,Cluster4
30,pre:tok:numbered,pre:tok:stunt,pre:tok:set,pre:tok:gymnasium
31,hyp:tok:bridal,hyp:tok:theater,hyp:tok:pulled,pre:tok:benches
32,pre:tok:hammer,hyp:tok:shooting,hyp:tok:climbs,pre:tok:dark
33,pre:tok:turns,pre:tok:walks,pre:tok:concert,hyp:tok:different
34,pre:tok:puts,pre:tok:else,hyp:tok:eight,hyp:tok:bathtub
35,pre:tok:kids,hyp:tok:casual,hyp:tok:orchestra,hyp:tok:skater
36,hyp:tok:rival,pre:tok:prepare,hyp:tok:japanese,hyp:tok:chef
37,hyp:tok:number,pre:tok:belt,hyp:tok:tops,pre:tok:runner
38,hyp:tok:groceries,hyp:tok:appears,pre:tok:dead,pre:tok:cooks
39,hyp:tok:bowling,pre:tok:puddle,pre:tok:wash,hyp:tok:uniformed
40,pre:tok:struggling,pre:tok:walked,hyp:tok:mural,hyp:tok:classroom
41,hyp:tok:exercising,hyp:tok:into,hyp:tok:!,pre:tok:crossing
42,pre:tok:biker,hyp:tok:gear,pre:tok:carriage,pre:tok:sunlight
43,pre:tok:shoveling,hyp:tok:pulled,hyp:tok:draped,hyp:tok:bus
44,pre:tok:telling,hyp:tok:kid,hyp:tok:shops,pre:tok:live
45,hyp:tok:i,pre:tok:surfboard,pre:tok:against,hyp:tok:story
46,hyp:tok:drives,hyp:tok:falls,pre:tok:shooting,pre:tok:one
47,hyp:tok:guys,pre:tok:mall,hyp:tok:cars,pre:tok:vehicles
48,hyp:tok:jump,hyp:tok:diver,pre:tok:experiment,hyp:tok:deer
49,hyp:tok:buys,hyp:tok:shop,hyp:tok:begins,pre:tok:indoor
50,pre:tok:i,hyp:tok:hillside,pre:tok:looking,hyp:tok:booth
51,pre:tok:lap,hyp:tok:anything,hyp:tok:powerpoint,hyp:tok:past
52,hyp:tok:repair,hyp:tok:arena,pre:tok:turns,hyp:tok:acoustic
53,pre:tok:fun,hyp:tok:amusement,pre:tok:6,hyp:tok:cafeteria
54,pre:tok:farmer,pre:tok:army,hyp:tok:speaking,pre:tok:concrete
55,hyp:tok:mirror,hyp:tok:airport,pre:tok:seems,hyp:tok:girls
56,pre:tok:curb,pre:tok:jet,hyp:tok:groom,pre:tok:boardwalk
57,pre:tok:skateboarding,pre:tok:nutcracker,hyp:tok:12,hyp:tok:groups
58,hyp:tok:case,hyp:tok:lumberjack,pre:tok:chat,pre:tok:gets
59,pre:tok:hot,hyp:tok:weapons,pre:tok:like,pre:tok:sandals
60,hyp:tok:station,pre:tok:dead,pre:tok:heading,pre:tok:word
61,pre:tok:tent,pre:tok:cherry,hyp:tok:lane,hyp:tok:pile
62,hyp:tok:well,pre:tok:hairnet,hyp:tok:convertible,pre:tok:quickly
63,pre:tok:vacation,hyp:tok:dingy,hyp:tok:ears,hyp:tok:hang
64,pre:tok:word,pre:tok:crafts,pre:tok:husky,pre:tok:conversation
65,hyp:tok:furniture,hyp:tok:cream,hyp:tok:sleep,hyp:tok:soccer
66,pre:tok:studio,pre:tok:platform,pre:tok:baby,pre:tok:cool
67,hyp:tok:slam,hyp:tok:left,hyp:tok:summer,hyp:tok:break
68,hyp:tok:sunny,hyp:tok:move,hyp:tok:tube,hyp:tok:sunny
69,hyp:tok:photographing,pre:tok:numbered,hyp:tok:mountain,pre:tok:;
70,hyp:tok:sides,hyp:tok:cars,hyp:tok:pots,pre:tok:golfer
71,hyp:tok:throw,pre:tok:skateboard,hyp:tok:bride,pre:tok:buy
72,hyp:tok:rocky,hyp:tok:begins,hyp:tok:doors,pre:tok:drums
73,hyp:tok:image,hyp:tok:swims,pre:tok:cooks,hyp:tok:stopped
74,pre:tok:backpacks,pre:tok:converse,pre:tok:humans,pre:tok:shoot
75,pre:tok:rowing,pre:tok:pier,hyp:tok:uniformed,pre:tok:vest
76,hyp:tok:pretending,hyp:tok:gun,hyp:tok:fishing,pre:tok:sleeping
77,hyp:tok:coffee,hyp:tok:pictured,hyp:tok:lab,pre:tok:another
78,pre:tok:snowboarding,hyp:tok:lighting,hyp:tok:formal,hyp:tok:walkway
79,hyp:tok:rack,pre:tok:excited,hyp:tok:bus,pre:tok:mcdonald
80,hyp:tok:denim,pre:tok:cement,hyp:tok:numbers,pre:tok:event
81,hyp:tok:costumes,pre:tok:dish,hyp:tok:finishing,pre:tok:going
82,hyp:tok:wares,hyp:tok:steering,hyp:tok:edge,pre:tok:six
83,hyp:tok:half,hyp:tok:groom,hyp:tok:hair,pre:tok:basketball
84,hyp:tok:cricket,hyp:tok:bowling,pre:tok:peace,pre:tok:cup
85,hyp:tok:computer,pre:tok:see,pre:tok:laundry,pre:tok:stringed
86,pre:tok:chef,pre:tok:enthusiasts,hyp:tok:sheep,hyp:tok:trying
87,hyp:tok:shade,pre:tok:stars,hyp:tok:milk,hyp:tok:event
88,hyp:tok:during,pre:tok:marathon,hyp:tok:kissing,hyp:tok:vegetable
89,hyp:tok:identical,hyp:tok:bikini,hyp:tok:pipes,hyp:tok:laying
90,pre:tok:whose,hyp:tok:surf,pre:tok:flowers,pre:tok:wall
91,hyp:tok:bowls,hyp:tok:instructor,hyp:tok:happy,hyp:tok:curly
92,hyp:tok:trumpet,hyp:tok:boards,hyp:tok:jogging,hyp:tok:butterfly
93,pre:tok:chinese,hyp:tok:heels,hyp:tok:marathon,pre:tok:starting
94,hyp:tok:pick,hyp:tok:teen,hyp:tok:headphones,pre:tok:laboratory
95,hyp:tok:soldier,hyp:tok:body,pre:tok:league,hyp:tok:inflatable
96,pre:tok:produce,hyp:tok:uniformed,pre:tok:museum,hyp:tok:free
97,hyp:tok:laundromat,pre:tok:remote,pre:tok:sandals,hyp:tok:sits
98,pre:tok:headscarf,pre:tok:homeless,pre:tok:kiss,hyp:tok:dogs
99,pre:tok:compete,pre:tok:tire,hyp:tok:merchandise,hyp:tok:cleaning
100,hyp:tok:spring,pre:tok:practice,pre:tok:blanket,pre:tok:countryside
101,pre:tok:thinking,hyp:tok:costumed,hyp:tok:nothing,pre:tok:liquid
102,pre:tok:course,pre:tok:lying,hyp:tok:first,hyp:tok:buildings
103,hyp:tok:last,hyp:tok:chases,hyp:tok:magazine,hyp:tok:upright
104,pre:tok:mirror,pre:tok:babies,hyp:tok:sad,hyp:tok:racetrack
105,hyp:tok:protecting,pre:tok:farmers,hyp:tok:control,hyp:tok:carnival
106,hyp:tok:team,hyp:tok:traditional,hyp:tok:tan,hyp:tok:last
107,hyp:tok:sunlight,pre:tok:live,pre:tok:garage,
108,hyp:tok:colorful,pre:tok:win,hyp:tok:enjoying,
109,hyp:tok:helps,hyp:tok:volleyball,hyp:tok:rowing,
110,hyp:tok:fish,hyp:tok:rollerskating,hyp:tok:bamboo,
111,hyp:tok:female,pre:tok:its,hyp:tok:trunks,
112,pre:tok:couple,hyp:tok:brother,hyp:tok:fan,
113,pre:tok:walked,pre:tok:performers,pre:tok:car,
114,pre:tok:use,hyp:tok:milk,pre:tok:motorcycles,
115,pre:tok:lunch,pre:tok:upwards,pre:tok:doctors,
116,hyp:tok:amusement,pre:tok:indoor,pre:tok:clouds,
117,hyp:tok:draped,hyp:tok:waist,pre:tok:surf,
118,hyp:tok:boys,hyp:tok:past,pre:tok:golfer,
119,pre:tok:straight,pre:tok:napping,hyp:tok:jerseys,
120,pre:tok:skateboard,hyp:tok:attempt,pre:tok:among,
121,pre:tok:masks,pre:tok:traveling,pre:tok:shoot,
122,hyp:tok:sings,hyp:tok:tutu,pre:tok:mural,
123,hyp:tok:greyhound,pre:tok:golden,hyp:tok:bows,
124,hyp:tok:year,pre:tok:elephant,pre:tok:rowing,
125,hyp:tok:spray,pre:tok:clothes,pre:tok:casual,
126,hyp:tok:surf,hyp:tok:office,hyp:tok:favorite,
127,hyp:tok:guitarist,pre:tok:between,pre:tok:corn,
128,hyp:tok:produce,pre:tok:gentleman,pre:tok:happy,
129,hyp:tok:photographers,hyp:tok:blonde,pre:tok:partially,
130,hyp:tok:drums,pre:tok:lay,pre:tok:going,
131,hyp:tok:pillow,hyp:tok:straight,hyp:tok:cigarette,
132,hyp:tok:terrain,hyp:tok:atv,hyp:tok:coffee,
133,hyp:tok:writing,hyp:tok:glasses,pre:tok:decorative,
134,pre:tok:father,pre:tok:poster,pre:tok:arrive,
135,hyp:tok:police,hyp:tok:hallway,hyp:tok:denim,
136,pre:tok:training,hyp:tok:subway,pre:tok:students,
137,pre:tok:kayak,pre:tok:vacation,pre:tok:hit,
138,pre:tok:wares,pre:tok:word,hyp:tok:half,
139,hyp:tok:bass,hyp:tok:angry,pre:tok:play,
140,pre:tok:rink,hyp:tok:play,pre:tok:cup,
141,hyp:tok:beer,hyp:tok:indian,hyp:tok:chatting,
142,hyp:tok:video,hyp:tok:hats,hyp:tok:wineglass,
143,hyp:tok:blouse,hyp:tok:bottoms,hyp:tok:gravel,
144,pre:tok:control,hyp:tok:desert,pre:tok:hair,
145,hyp:tok:fell,pre:tok:winter,hyp:tok:landing,
146,hyp:tok:cafeteria,hyp:tok:podium,hyp:tok:hug,
147,hyp:tok:shoot,pre:tok:surfing,hyp:tok:statue,
148,pre:tok:boards,hyp:tok:dish,hyp:tok:yarn,
149,hyp:tok:band,pre:tok:river,pre:tok:bicyclists,
150,hyp:tok:chewing,hyp:tok:model,hyp:tok:uses,
151,pre:tok:rest,pre:tok:n't,hyp:tok:run,
152,pre:tok:business,hyp:tok:shoveling,pre:tok:skates,
153,pre:tok:checkered,pre:tok:barn,hyp:tok:scooters,
154,hyp:tok:creating,pre:tok:yelling,hyp:tok:scouts,
155,hyp:tok:tiles,hyp:tok:sandwiches,pre:tok:practicing,
156,hyp:tok:cameras,pre:tok:surf,pre:tok:hiding,
157,pre:tok:living,pre:tok:life,pre:tok:trampoline,
158,pre:tok:meet,hyp:tok:way,hyp:tok:chinese,
159,pre:tok:microphone,hyp:tok:stroller,pre:tok:skiing,
160,hyp:tok:countryside,hyp:tok:image,hyp:tok:mask,
161,hyp:tok:barely,hyp:tok:below,pre:tok:thinking,
162,pre:tok:angry,hyp:tok:pizza,pre:tok:liquid,
163,pre:tok:toddler,hyp:tok:low,pre:tok:sound,
164,pre:tok:leaf,hyp:tok:dock,hyp:tok:feeding,
165,hyp:tok:muddy,hyp:tok:favorite,pre:tok:chess,
166,pre:tok:shoot,hyp:tok:school,hyp:tok:drinking,
167,hyp:tok:make,pre:tok:hits,pre:tok:suit,
168,hyp:tok:chicken,pre:tok:skinned,pre:tok:get,
169,hyp:tok:written,hyp:tok:coffee,hyp:tok:short,
170,hyp:tok:clean,pre:tok:enjoys,hyp:tok:parking,
171,pre:tok:movie,pre:tok:play,,
172,hyp:tok:machine,pre:tok:listens,,
173,hyp:tok:television,pre:tok:flags,,
174,hyp:tok:preparing,pre:tok:stringed,,
175,hyp:tok:cats,hyp:tok:shaped,,
176,hyp:tok:photographs,hyp:tok:clean,,
177,hyp:tok:robe,hyp:tok:saw,,
178,pre:tok:picking,hyp:tok:protesting,,
179,hyp:tok:holding,hyp:tok:television,,
180,pre:tok:handling,pre:tok:kite,,
181,hyp:tok:cardboard,pre:tok:gives,,
182,hyp:tok:sport,pre:tok:ballet,,
183,pre:tok:folding,pre:tok:closed,,
184,pre:tok:wig,hyp:tok:5,,
185,pre:tok:suspenders,pre:tok:steering,,
186,hyp:tok:lamp,pre:tok:hikers,,
187,hyp:tok:boat,hyp:tok:everyone,,
188,hyp:tok:softball,pre:tok:auditorium,,
189,pre:tok:bat,pre:tok:alone,,
190,hyp:tok:instruments,hyp:tok:talk,,
191,pre:tok:design,pre:tok:creating,,
192,pre:tok:activity,pre:tok:tea,,
193,pre:tok:guitars,pre:tok:shark,,
194,pre:tok:hangs,pre:tok:sound,,
195,hyp:tok:arms,pre:tok:thinking,,
196,hyp:tok:knitting,hyp:tok:piano,,
197,pre:tok:television,hyp:tok:face,,
198,pre:tok:ceremony,pre:tok:act,,
199,hyp:tok:chasing,pre:tok:chases,,
200,pre:tok:lane,hyp:tok:brushes,,
201,hyp:tok:stars,hyp:tok:husky,,
202,pre:tok:snowman,hyp:tok:hate,,
203,hyp:tok:too,pre:tok:tee,,
204,pre:tok:chat,,,
205,hyp:tok:jet,,,
206,pre:tok:wild,,,
207,hyp:tok:skater,,,
208,pre:tok:got,,,
209,hyp:tok:wrapped,,,
210,hyp:tok:sandwich,,,
211,pre:tok:clown,,,
212,hyp:tok:walmart,,,
213,hyp:tok:surfing,,,
214,hyp:tok:seven,,,
215,pre:tok:giant,,,
216,pre:tok:tunnel,,,
217,hyp:tok:dance,,,
218,hyp:tok:project,,,
219,hyp:tok:throws,,,
220,pre:tok:ready,,,
221,pre:tok:musician,,,
222,pre:tok:this,,,
223,hyp:tok:holiday,,,
224,hyp:tok:packages,,,
225,hyp:tok:mid,,,
226,hyp:tok:handed,,,
227,hyp:tok:gymnasium,,,
228,hyp:tok:snowball,,,
229,pre:tok:swims,,,
230,hyp:tok:subway,,,
231,hyp:tok:night,,,
232,hyp:tok:angry,,,
233,pre:tok:driving,,,
234,hyp:tok:fan,,,
235,hyp:tok:dishes,,,
236,pre:tok:everywhere,,,
237,pre:tok:jean,,,
238,hyp:tok:microphone,,,
239,pre:tok:button,,,
240,hyp:tok:yelling,,,
241,pre:tok:daughter,,,
242,pre:tok:shaving,,,
243,hyp:tok:various,,,
244,pre:tok:match,,,
245,hyp:tok:ledge,,,
246,hyp:tok:dock,,,
247,pre:tok:lake,,,
248,hyp:tok:bottles,,,
249,pre:tok:pipe,,,
250,hyp:tok:walk,,,
251,pre:tok:candy,,,
252,hyp:tok:stripe,,,
253,hyp:tok:filled,,,
254,pre:tok:karate,,,
255,pre:tok:goat,,,
256,hyp:tok:n't,,,
257,hyp:tok:maroon,,,
258,pre:tok:learning,,,
259,hyp:tok:cross,,,
260,pre:tok:skiing,,,
261,pre:tok:bicycles,,,
262,hyp:tok:lying,,,
263,hyp:tok:face,,,
264,pre:tok:pet,,,
265,pre:tok:suit,,,
266,hyp:tok:whose,,,
267,pre:tok:put,,,
268,hyp:tok:wooden,,,
269,pre:tok:sunset,,,
270,pre:tok:similar,,,
271,hyp:tok:chat,,,
272,hyp:tok:push,,,
273,hyp:tok:officers,,,
274,pre:tok:chopping,,,
275,hyp:tok:talks,,,
276,pre:tok:fallen,,,
277,pre:tok:tattoos,,,
278,hyp:tok:court,,,
279,hyp:tok:backpack,,,
280,pre:tok:least,,,
281,hyp:tok:staircase,,,
282,pre:tok:jumped,,,
283,hyp:tok:tattoo,,,
284,pre:tok:steel,,,
285,hyp:tok:customer,,,
286,hyp:tok:suspended,,,
287,hyp:tok:popsicle,,,
288,hyp:tok:chess,,,
289,hyp:tok:look,,,
290,pre:tok:pots,,,
291,hyp:tok:eight,,,
292,pre:tok:items,,,
293,pre:tok:birthday,,,
294,pre:tok:raining,,,
295,hyp:tok:science,,,
296,hyp:tok:passed,,,
297,pre:tok:antique,,,
298,hyp:tok:gathered,,,
299,hyp:tok:ramp,,,
300,pre:tok:seat,,,
301,hyp:tok:girlfriend,,,
302,pre:tok:tank,,,
303,pre:tok:gathering,,,
304,pre:tok:heading,,,
305,pre:tok:hydrant,,,
306,hyp:tok:ft,,,
307,hyp:tok:sound,,,
308,hyp:tok:truck,,,
309,pre:tok:cameras,,,
310,hyp:tok:boards,,,
311,pre:tok:individual,,,
312,hyp:tok:motor,,,
313,hyp:tok:pots,,,
314,hyp:tok:fisherman,,,
315,hyp:tok:hardware,,,
316,hyp:tok:suit,,,
317,hyp:tok:skateboarder,,,
318,pre:tok:us,,,
319,hyp:tok:screaming,,,
320,hyp:tok:edge,,,
321,hyp:tok:may,,,
322,pre:tok:camping,,,
323,hyp:tok:skirts,,,
324,pre:tok:too,,,
325,pre:tok:cute,,,
326,hyp:tok:magazine,,,
327,pre:tok:singer,,,
328,pre:tok:crane,,,
329,hyp:tok:fake,,,
330,pre:tok:attached,,,
331,pre:tok:younger,,,
332,hyp:tok:competing,,,
333,pre:tok:golfer,,,
334,pre:tok:wife,,,
335,hyp:tok:pizza,,,
336,hyp:tok:herself,,,
337,hyp:tok:enjoy,,,
338,pre:tok:cafe,,,
339,hyp:tok:grill,,,
340,pre:tok:form,,,
341,hyp:tok:wild,,,
342,hyp:tok:older,,,
343,pre:tok:works,,,
344,pre:tok:rescue,,,
345,hyp:tok:saw,,,
346,hyp:tok:bottom,,,
347,hyp:tok:dry,,,
348,hyp:tok:puzzle,,,
349,pre:tok:native,,,
350,hyp:tok:uses,,,
351,pre:tok:jogging,,,
352,pre:tok:numbers,,,
353,pre:tok:instruments,,,
354,hyp:tok:plastic,,,
355,pre:tok:sister,,,
356,hyp:tok:upright,,,
