,Cluster1,Cluster2,Cluster3,Cluster4
28,hyp:tok:child,hyp:tok:hallway,hyp:tok:hate,pre:tok:conversation
29,pre:tok:easter,hyp:tok:duck,pre:tok:beach,hyp:tok:international
30,pre:tok:gesturing,hyp:tok:unicycle,hyp:tok:magazine,hyp:tok:soccer
31,pre:tok:bike,pre:tok:crafts,hyp:tok:rollerblading,hyp:tok:on
32,pre:tok:heading,pre:tok:park,pre:tok:tunnel,hyp:tok:sad
33,hyp:tok:about,pre:tok:puddle,hyp:tok:vehicle,pre:tok:television
34,hyp:tok:subway,pre:tok:closed,hyp:tok:clock,hyp:tok:vegetable
35,pre:tok:button,hyp:tok:multiple,hyp:tok:bath,pre:tok:nutcracker
36,hyp:tok:desks,hyp:tok:turns,hyp:tok:lighting,hyp:tok:cafeteria
37,hyp:tok:black,pre:tok:creating,hyp:tok:bikes,hyp:tok:moving
38,pre:tok:body,hyp:tok:desert,hyp:tok:cars,hyp:tok:humans
39,hyp:tok:laundromat,hyp:tok:guitars,hyp:tok:summer,hyp:tok:uniformed
40,hyp:tok:desk,hyp:tok:microscope,hyp:tok:ocean,pre:tok:yarn
41,pre:tok:mirror,pre:tok:ballet,pre:tok:practicing,hyp:tok:balding
42,hyp:tok:waiting,hyp:tok:plays,hyp:tok:phone,hyp:tok:ladies
43,hyp:tok:television,pre:tok:wheeler,hyp:tok:short,hyp:tok:rides
44,hyp:tok:through,hyp:tok:funny,hyp:tok:nothing,pre:tok:shoot
45,hyp:tok:tourists,hyp:tok:dancing,hyp:tok:moving,pre:tok:mall
46,hyp:tok:dry,hyp:tok:piano,pre:tok:barn,hyp:tok:has
47,hyp:tok:suspended,pre:tok:traveling,hyp:tok:trying,hyp:tok:people
48,hyp:tok:bowling,hyp:tok:camouflage,hyp:tok:humans,hyp:tok:shoveling
49,pre:tok:cook,pre:tok:fly,hyp:tok:denim,pre:tok:-
50,hyp:tok:drums,pre:tok:sits,hyp:tok:orchestra,hyp:tok:last
51,pre:tok:different,hyp:tok:cafe,hyp:tok:exercising,hyp:tok:surfboard
52,hyp:tok:has,pre:tok:passed,pre:tok:large,
53,hyp:tok:mid,pre:tok:wizard,hyp:tok:plays,
54,pre:tok:skateboarder,hyp:tok:coffee,hyp:tok:present,
55,hyp:tok:beard,hyp:tok:owner,pre:tok:learning,
56,hyp:tok:dancing,hyp:tok:pets,hyp:tok:riding,
57,pre:tok:whose,hyp:tok:he,pre:tok:bench,
58,hyp:tok:edge,hyp:tok:curly,hyp:tok:pots,
59,pre:tok:doctors,pre:tok:pants,hyp:tok:street,
60,hyp:tok:handing,pre:tok:lost,hyp:tok:water,
61,pre:tok:picking,pre:tok:outside,hyp:tok:chinese,
62,hyp:tok:chair,pre:tok:winter,,
63,hyp:tok:building,pre:tok:belt,,
64,pre:tok:one,hyp:tok:attempt,,
65,hyp:tok:discussing,hyp:tok:though,,
66,hyp:tok:chicken,hyp:tok:left,,
67,hyp:tok:guitarist,hyp:tok:only,,
68,pre:tok:behind,hyp:tok:dinner,,
69,pre:tok:beach,pre:tok:river,,
70,pre:tok:headscarf,pre:tok:flowered,,
71,hyp:tok:while,hyp:tok:sleeps,,
72,pre:tok:younger,pre:tok:playing,,
73,hyp:tok:chewing,pre:tok:ground,,
74,pre:tok:dogs,pre:tok:shark,,
75,pre:tok:produce,hyp:tok:guitar,,
76,hyp:tok:bar,hyp:tok:ocean,,
77,hyp:tok:sandwich,pre:tok:excited,,
78,hyp:tok:produce,hyp:tok:tricks,,
79,hyp:tok:smiling,pre:tok:three,,
80,pre:tok:lake,pre:tok:thinking,,
81,hyp:tok:lying,pre:tok:form,,
82,pre:tok:working,pre:tok:learning,,
83,hyp:tok:sound,pre:tok:flags,,
84,pre:tok:i,hyp:tok:pizza,,
85,hyp:tok:countryside,hyp:tok:backpack,,
86,pre:tok:suit,hyp:tok:watched,,
87,pre:tok:boards,,,
88,hyp:tok:cross,,,
89,pre:tok:jumped,,,
90,hyp:tok:wheeled,,,
91,pre:tok:sunset,,,
92,pre:tok:handling,,,
93,hyp:tok:suit,,,
94,hyp:tok:older,,,
95,hyp:tok:puzzle,,,
96,pre:tok:out,,,
97,pre:tok:their,,,
98,hyp:tok:girlfriend,,,
99,hyp:tok:wares,,,
100,hyp:tok:microphone,,,
101,hyp:tok:new,,,
102,pre:tok:together,,,
103,pre:tok:down,,,
104,hyp:tok:crime,,,
105,pre:tok:chat,,,
106,pre:tok:rescue,,,
107,hyp:tok:cows,,,
108,pre:tok:got,,,
109,pre:tok:climbs,,,
110,hyp:tok:ground,,,
111,hyp:tok:various,,,
112,hyp:tok:uses,,,
113,pre:tok:stand,,,
114,pre:tok:hairnet,,,
115,hyp:tok:mouths,,,
116,hyp:tok:cafeteria,,,
117,pre:tok:talks,,,
118,pre:tok:three,,,
119,pre:tok:telling,,,
120,hyp:tok:stripe,,,
121,hyp:tok:barely,,,
122,hyp:tok:room,,,
123,pre:tok:up,,,
124,pre:tok:near,,,
125,hyp:tok:skate,,,
126,pre:tok:fun,,,
127,hyp:tok:newspapers,,,
128,pre:tok:singer,,,
129,hyp:tok:pizza,,,
130,hyp:tok:tiles,,,
131,pre:tok:waves,,,
