,Cluster1,Cluster2,Cluster3,Cluster4
51,hyp:tok:down,pre:tok:wearing,hyp:tok:in,hyp:tok:nap
52,pre:tok:while,hyp:tok:alone,pre:tok:in,pre:tok:wearing
53,pre:tok:wearing,pre:tok:pool,pre:tok:moon,hyp:tok:alone
54,hyp:tok:alone,hyp:tok:in,pre:tok:black,hyp:tok:moving
55,hyp:tok:in,pre:tok:in,pre:tok:sitting,hyp:tok:in
56,pre:tok:in,pre:tok:moon,hyp:tok:standing,pre:tok:in
57,pre:tok:black,pre:tok:form,hyp:tok:stay,pre:tok:moon
58,pre:tok:sitting,pre:tok:black,hyp:tok:are,pre:tok:sitting
59,hyp:tok:concert,pre:tok:sitting,hyp:tok:sitting,hyp:tok:sport
60,hyp:tok:are,hyp:tok:standing,pre:tok:on,hyp:tok:standing
61,hyp:tok:sitting,hyp:tok:mask,hyp:tok:near,pre:tok:outside
62,hyp:tok:ocean,pre:tok:racing,pre:tok:and,hyp:tok:are
63,hyp:tok:lunch,hyp:tok:are,hyp:tok:swimming,hyp:tok:sitting
64,pre:tok:on,hyp:tok:sitting,oth:overlap:overlap75,hyp:tok:paddle
65,pre:tok:and,hyp:tok:ocean,pre:tok:two,pre:tok:on
66,hyp:tok:swimming,hyp:tok:lunch,hyp:tok:swimsuit,hyp:tok:near
67,hyp:tok:nothing,hyp:tok:sing,pre:tok:girl,pre:tok:and
68,pre:tok:through,pre:tok:on,pre:tok:is,hyp:tok:swimming
69,oth:overlap:overlap75,hyp:tok:near,pre:tok:are,pre:tok:through
70,pre:tok:two,pre:tok:and,hyp:tok:tall,pre:tok:red
71,hyp:tok:water,hyp:tok:swimming,hyp:tok:at,oth:overlap:overlap75
72,hyp:tok:man,hyp:tok:nothing,hyp:tok:people,pre:tok:two
73,hyp:tok:some,pre:tok:red,hyp:tok:pets,pre:tok:sound
74,hyp:tok:crying,oth:overlap:overlap75,pre:tok:clock,hyp:tok:man
75,pre:tok:is,pre:tok:two,hyp:tok:blows,hyp:tok:bandanna
76,hyp:tok:outfits,hyp:tok:man,hyp:tok:professional,pre:tok:lunch
77,hyp:tok:racing,hyp:tok:drives,hyp:tok:football,hyp:tok:hugging
78,hyp:tok:race,pre:tok:girl,hyp:tok:outdoors,hyp:tok:some
79,pre:tok:stage,hyp:tok:where,hyp:tok:person,pre:tok:is
80,pre:tok:are,pre:tok:is,hyp:tok:basketball,pre:tok:are
81,pre:tok:background,pre:tok:one,hyp:tok:playing,pre:tok:background
82,hyp:tok:tall,pre:tok:are,hyp:tok:their,hyp:tok:stroller
83,pre:tok:holding,pre:tok:male,hyp:tok:bed,hyp:tok:tall
84,hyp:tok:dog,hyp:tok:tall,pre:tok:at,pre:tok:boy
85,pre:tok:boy,pre:tok:holding,hyp:tok:hats,hyp:tok:at
86,hyp:tok:at,hyp:tok:competition,hyp:tok:bicycle,pre:tok:street
87,pre:tok:street,pre:tok:boy,hyp:tok:home,hyp:tok:people
88,hyp:tok:green,hyp:tok:at,hyp:tok:video,pre:tok:tea
89,pre:tok:into,pre:tok:street,hyp:tok:guitars,pre:tok:magazine
90,hyp:tok:people,hyp:tok:dog,hyp:tok:inside,hyp:tok:jumping
91,hyp:tok:through,hyp:tok:during,hyp:tok:tennis,hyp:tok:football
92,pre:tok:guitar,hyp:tok:by,hyp:tok:his,hyp:tok:outdoors
93,pre:tok:-,pre:tok:sits,hyp:tok:it,hyp:tok:surfboard
94,pre:tok:orange,hyp:tok:camouflage,pre:tok:numbered,hyp:tok:clown
95,pre:tok:some,pre:tok:lost,pre:tok:people,hyp:tok:riding
96,hyp:tok:football,hyp:tok:people,hyp:tok:ring,hyp:tok:piano
97,hyp:tok:outdoors,hyp:tok:pets,hyp:tok:beach,hyp:tok:person
98,hyp:tok:two,hyp:tok:they,hyp:tok:men,pre:tok:cats
99,pre:tok:working,pre:tok:skiing,hyp:tok:couch,hyp:tok:their
100,pre:tok:dressed,hyp:tok:cliff,pre:tok:meet,hyp:tok:fixing
101,hyp:tok:white,hyp:tok:professional,pre:tok:barn,hyp:tok:park
102,hyp:tok:human,pre:tok:-,hyp:tok:girl,hyp:tok:watched
103,pre:tok:little,hyp:tok:football,hyp:tok:bath,hyp:tok:one
104,hyp:tok:person,hyp:tok:outdoors,hyp:tok:woman,hyp:tok:smiling
105,hyp:tok:bone,hyp:tok:two,hyp:tok:kitchen,hyp:tok:inside
106,hyp:tok:playing,hyp:tok:women,hyp:tok:to,hyp:tok:mower
107,hyp:tok:their,pre:tok:blond,hyp:tok:dancing,pre:tok:running
108,hyp:tok:park,hyp:tok:white,hyp:tok:tv,hyp:tok:winning
109,pre:tok:surfing,hyp:tok:human,pre:tok:shirt,hyp:tok:his
110,pre:tok:bicycle,pre:tok:from,pre:tok:man,hyp:tok:driving
111,hyp:tok:smiling,hyp:tok:riding,hyp:tok:there,pre:tok:water
112,pre:tok:at,hyp:tok:person,hyp:tok:move,pre:tok:people
113,pre:tok:child,pre:tok:standing,hyp:tok:international,hyp:tok:courtyard
114,hyp:tok:bicycle,hyp:tok:onlookers,hyp:tok:exercising,hyp:tok:couch
115,hyp:tok:home,hyp:tok:playing,hyp:tok:not,hyp:tok:girl
116,hyp:tok:bench,pre:tok:park,hyp:tok:picnic,hyp:tok:woman
117,hyp:tok:empty,hyp:tok:restaurant,pre:tok:to,pre:tok:sides
118,hyp:tok:inside,hyp:tok:their,hyp:tok:nobody,hyp:tok:to
119,hyp:tok:field,hyp:tok:park,pre:tok:his,hyp:tok:dancing
120,pre:tok:enter,pre:tok:at,hyp:tok:black,hyp:tok:with
121,pre:tok:running,hyp:tok:guitars,hyp:tok:wearing,hyp:tok:tv
122,hyp:tok:his,hyp:tok:empty,hyp:tok:hoops,pre:tok:shirt
123,hyp:tok:sleep,hyp:tok:music,hyp:tok:while,hyp:tok:phone
124,hyp:tok:driving,hyp:tok:inside,hyp:tok:shoveling,hyp:tok:surf
125,pre:tok:people,hyp:tok:field,pre:tok:by,pre:tok:man
126,hyp:tok:men,pre:tok:running,hyp:tok:cat,hyp:tok:holding
127,hyp:tok:house,hyp:tok:his,hyp:tok:women,hyp:tok:there
128,hyp:tok:couch,hyp:tok:driving,,hyp:tok:international
129,hyp:tok:old,pre:tok:water,,pre:tok:to
130,hyp:tok:drinking,pre:tok:people,,hyp:tok:nobody
131,hyp:tok:girl,hyp:tok:ring,,pre:tok:his
132,hyp:tok:snow,hyp:tok:beach,,hyp:tok:black
133,hyp:tok:kitchen,hyp:tok:men,,pre:tok:injured
134,hyp:tok:woman,pre:tok:car,,hyp:tok:hoops
135,pre:tok:table,hyp:tok:singing,,hyp:tok:wearing
136,hyp:tok:to,pre:tok:tray,,hyp:tok:group
137,pre:tok:as,hyp:tok:old,,hyp:tok:shoveling
138,hyp:tok:with,hyp:tok:couch,,pre:tok:track
139,hyp:tok:tv,pre:tok:hiding,,hyp:tok:cat
140,pre:tok:shirt,hyp:tok:girl,,hyp:tok:women
141,pre:tok:man,hyp:tok:woman,,pre:tok:older
142,hyp:tok:there,hyp:tok:to,,
143,hyp:tok:cafe,hyp:tok:dancing,,
144,hyp:tok:not,hyp:tok:with,,
145,pre:tok:to,hyp:tok:tv,,
146,hyp:tok:daughter,pre:tok:shirt,,
147,hyp:tok:nobody,pre:tok:man,,
148,pre:tok:his,hyp:tok:there,,
149,hyp:tok:wearing,hyp:tok:not,,
150,hyp:tok:while,pre:tok:to,,
151,hyp:tok:group,hyp:tok:nobody,,
152,pre:tok:down,pre:tok:his,,
153,hyp:tok:cat,hyp:tok:black,,
154,hyp:tok:women,hyp:tok:wet,,
155,hyp:tok:pool,hyp:tok:wearing,,
156,,hyp:tok:while,,
157,,hyp:tok:he,,
158,,hyp:tok:vehicles,,
159,,hyp:tok:group,,
160,,pre:tok:by,,
161,,hyp:tok:jogging,,
162,,hyp:tok:clothes,,
163,,hyp:tok:cat,,
164,,hyp:tok:car,,
165,,hyp:tok:pool,,
