,Cluster1,Cluster2,Cluster3,Cluster4
53,pre:tok:microphone,hyp:tok:clothed,hyp:tok:merchandise,pre:tok:word
54,pre:tok:shoot,hyp:tok:hillside,pre:tok:married,hyp:tok:eats
55,pre:tok:dressed,pre:tok:jet,hyp:tok:clothing,pre:tok:burning
56,pre:tok:fast,hyp:tok:weapons,pre:tok:land,pre:tok:liquid
57,pre:tok:pet,hyp:tok:farmer,pre:tok:training,pre:tok:propeller
58,hyp:tok:directing,hyp:tok:device,hyp:tok:soup,pre:tok:gets
59,pre:tok:t,hyp:tok:move,pre:tok:dirt,hyp:tok:child
60,pre:tok:attached,pre:tok:skateboard,pre:tok:playground,pre:tok:green
61,hyp:tok:trunks,hyp:tok:complete,pre:tok:she,hyp:tok:without
62,pre:tok:laughing,hyp:tok:glass,hyp:tok:car,pre:tok:football
63,hyp:tok:half,pre:tok:blocking,hyp:tok:fingers,hyp:tok:bath
64,pre:tok:folding,hyp:tok:they,pre:tok:eight,hyp:tok:safety
65,pre:tok:daughter,hyp:tok:drives,hyp:tok:pitcher,pre:tok:sunlight
66,hyp:tok:tables,hyp:tok:hats,pre:tok:flowered,hyp:tok:piano
67,pre:tok:raining,hyp:tok:indoors,hyp:tok:uses,hyp:tok:kid
68,hyp:tok:ledge,pre:tok:hits,hyp:tok:climbing,pre:tok:stringed
69,hyp:tok:bottom,pre:tok:moon,pre:tok:cleaning,pre:tok:outside
70,hyp:tok:garage,pre:tok:play,hyp:tok:milk,hyp:tok:chainsaw
71,pre:tok:course,pre:tok:cherry,hyp:tok:pet,hyp:tok:waist
72,hyp:tok:dinner,hyp:tok:skydiving,pre:tok:snow,hyp:tok:upright
73,hyp:tok:instruments,hyp:tok:swims,hyp:tok:buddhist,hyp:tok:phone
74,hyp:tok:toothbrush,hyp:tok:year,hyp:tok:pulled,pre:tok:drums
75,pre:tok:fallen,hyp:tok:sleeved,pre:tok:sunset,pre:tok:boardwalk
76,hyp:tok:jump,pre:tok:airport,hyp:tok:convertible,pre:tok:him
77,pre:tok:hot,hyp:tok:traditional,hyp:tok:haired,pre:tok:dress
78,hyp:tok:duck,hyp:tok:up,pre:tok:get,pre:tok:husband
79,pre:tok:wife,pre:tok:style,hyp:tok:doors,hyp:tok:backwards
80,pre:tok:skateboard,hyp:tok:poor,pre:tok:husky,pre:tok:than
81,hyp:tok:-,pre:tok:live,hyp:tok:bows,pre:tok:sleeping
82,pre:tok:table,pre:tok:ft,hyp:tok:sound,pre:tok:bucket
83,pre:tok:design,hyp:tok:their,pre:tok:listens,pre:tok:stairs
84,hyp:tok:they,pre:tok:elephant,pre:tok:seems,pre:tok:sound
85,hyp:tok:competing,hyp:tok:conductor,hyp:tok:backwards,pre:tok:roller
86,pre:tok:hydrant,pre:tok:word,pre:tok:resting,hyp:tok:hoping
87,hyp:tok:drives,pre:tok:supermarket,pre:tok:concert,hyp:tok:stopped
88,hyp:tok:bass,hyp:tok:cars,pre:tok:motorcycles,hyp:tok:wet
89,hyp:tok:stuck,hyp:tok:snowman,pre:tok:sound,pre:tok:as
90,hyp:tok:rope,pre:tok:enthusiasts,pre:tok:performer,hyp:tok:coat
91,hyp:tok:ramp,pre:tok:shown,hyp:tok:students,pre:tok:six
92,hyp:tok:indoors,pre:tok:nutcracker,pre:tok:staring,hyp:tok:buildings
93,pre:tok:play,pre:tok:racing,hyp:tok:enjoying,hyp:tok:as
94,pre:tok:father,hyp:tok:waist,pre:tok:like,hyp:tok:hugging
95,hyp:tok:grill,pre:tok:courtyard,hyp:tok:full,hyp:tok:guitars
96,pre:tok:some,hyp:tok:jersey,pre:tok:decorative,hyp:tok:bamboo
97,pre:tok:tattoos,hyp:tok:groups,pre:tok:naked,pre:tok:coat
98,pre:tok:crafts,pre:tok:shoulders,pre:tok:sandals,hyp:tok:burning
99,hyp:tok:snowshoes,hyp:tok:near,pre:tok:soap,hyp:tok:any
100,hyp:tok:popsicle,pre:tok:hairnet,hyp:tok:buildings,pre:tok:mcdonald
101,hyp:tok:band,pre:tok:church,pre:tok:suit,hyp:tok:booth
102,hyp:tok:bent,hyp:tok:toy,hyp:tok:singing,hyp:tok:pile
103,pre:tok:golfer,hyp:tok:office,pre:tok:person,hyp:tok:crowded
104,pre:tok:birthday,pre:tok:shaving,hyp:tok:guitars,pre:tok:jumped
105,pre:tok:background,hyp:tok:by,hyp:tok:bowling,hyp:tok:chair
106,hyp:tok:caught,hyp:tok:wares,pre:tok:corn,hyp:tok:song
107,hyp:tok:snowboarder,hyp:tok:walks,pre:tok:humans,hyp:tok:classroom
108,hyp:tok:case,pre:tok:dead,hyp:tok:stroll,hyp:tok:sheep
109,hyp:tok:skater,hyp:tok:dancers,hyp:tok:unicycle,hyp:tok:pots
110,hyp:tok:middle,pre:tok:walked,pre:tok:shaving,hyp:tok:each
111,pre:tok:attempting,hyp:tok:begins,hyp:tok:sheep,pre:tok:few
112,hyp:tok:talks,pre:tok:between,hyp:tok:picnic,hyp:tok:mural
113,hyp:tok:eats,pre:tok:performers,hyp:tok:12,hyp:tok:diving
114,hyp:tok:dock,hyp:tok:silver,hyp:tok:wineglass,hyp:tok:flip
115,pre:tok:word,pre:tok:clothes,hyp:tok:mural,hyp:tok:numbers
116,hyp:tok:cats,hyp:tok:east,hyp:tok:diving,hyp:tok:costume
117,hyp:tok:buys,hyp:tok:lighting,pre:tok:holding,hyp:tok:desert
118,pre:tok:business,pre:tok:babies,hyp:tok:numbers,hyp:tok:played
119,pre:tok:training,hyp:tok:professional,hyp:tok:jerseys,hyp:tok:chef
120,hyp:tok:filled,pre:tok:making,pre:tok:girl,pre:tok:wild
121,pre:tok:angry,hyp:tok:bottoms,hyp:tok:shops,hyp:tok:smiling
122,hyp:tok:golden,pre:tok:car,pre:tok:photographed,pre:tok:basketball
123,pre:tok:tie,hyp:tok:before,hyp:tok:fan,hyp:tok:cleaning
124,pre:tok:nutcracker,pre:tok:television,pre:tok:camera,hyp:tok:rocky
125,pre:tok:guitar,hyp:tok:ears,pre:tok:dead,hyp:tok:new
126,pre:tok:this,pre:tok:hose,hyp:tok:5,hyp:tok:'s
127,hyp:tok:hiding,pre:tok:hug,hyp:tok:sit,hyp:tok:bandanna
128,pre:tok:courtyard,hyp:tok:clothes,hyp:tok:begins,pre:tok:cats
129,hyp:tok:exercising,hyp:tok:amusement,hyp:tok:only,pre:tok:talking
130,pre:tok:him,pre:tok:pier,hyp:tok:boys,hyp:tok:come
131,pre:tok:individual,hyp:tok:bedroom,hyp:tok:seated,hyp:tok:daughters
132,hyp:tok:pushing,hyp:tok:theater,hyp:tok:jogging,pre:tok:wall
133,hyp:tok:hardware,hyp:tok:direction,hyp:tok:with,pre:tok:;
134,pre:tok:rainy,pre:tok:cement,pre:tok:chat,pre:tok:urban
135,hyp:tok:robe,hyp:tok:favorite,hyp:tok:boards,hyp:tok:bowl
136,pre:tok:guitars,pre:tok:skiing,pre:tok:laundromat,pre:tok:speaks
137,hyp:tok:plastic,pre:tok:child,hyp:tok:parade,hyp:tok:paddle
138,hyp:tok:knitting,pre:tok:other,hyp:tok:statue,pre:tok:sport
139,hyp:tok:buildings,pre:tok:gentleman,hyp:tok:bar,hyp:tok:swim
140,hyp:tok:photographing,pre:tok:suspenders,hyp:tok:cigarette,pre:tok:barn
141,hyp:tok:seven,pre:tok:steering,pre:tok:cup,pre:tok:cool
142,hyp:tok:bamboo,pre:tok:yelling,pre:tok:asian,hyp:tok:clown
143,hyp:tok:groceries,pre:tok:mural,hyp:tok:straight,hyp:tok:trying
144,pre:tok:shaving,hyp:tok:clean,hyp:tok:powerpoint,pre:tok:musicians
145,pre:tok:game,pre:tok:makeup,hyp:tok:crane,hyp:tok:coach
146,hyp:tok:dance,pre:tok:open,hyp:tok:scooters,pre:tok:tables
147,hyp:tok:pocket,pre:tok:conducting,hyp:tok:clouds,pre:tok:includes
148,pre:tok:camera,pre:tok:sunny,hyp:tok:brothers,hyp:tok:into
149,hyp:tok:festival,hyp:tok:activity,pre:tok:races,pre:tok:shelter
150,hyp:tok:bread,pre:tok:surfing,hyp:tok:boy,hyp:tok:addressing
151,pre:tok:walked,hyp:tok:shopping,hyp:tok:teenagers,hyp:tok:backpacks
152,hyp:tok:gather,pre:tok:platform,hyp:tok:first,hyp:tok:snow
153,pre:tok:dead,pre:tok:kite,hyp:tok:pointed,pre:tok:shark
154,hyp:tok:rack,pre:tok:stunt,pre:tok:rowing,hyp:tok:squatting
155,hyp:tok:rival,pre:tok:lay,hyp:tok:professional,pre:tok:shooting
156,pre:tok:curb,pre:tok:field,hyp:tok:soccer,hyp:tok:name
157,hyp:tok:writing,pre:tok:competition,pre:tok:making,hyp:tok:staircase
158,pre:tok:goat,hyp:tok:vests,pre:tok:hair,hyp:tok:waterfall
159,pre:tok:us,hyp:tok:chain,pre:tok:trunks,hyp:tok:hang
160,pre:tok:asian,hyp:tok:sidewalk,pre:tok:car,pre:tok:line
161,hyp:tok:clouds,hyp:tok:has,pre:tok:off,pre:tok:pier
162,pre:tok:match,hyp:tok:model,pre:tok:railing,hyp:tok:curly
163,hyp:tok:lighting,pre:tok:gives,hyp:tok:gloves,pre:tok:concrete
164,hyp:tok:soccer,pre:tok:remote,pre:tok:garage,pre:tok:indoor
165,hyp:tok:fish,pre:tok:steel,pre:tok:trains,hyp:tok:theater
166,hyp:tok:guys,hyp:tok:husky,pre:tok:females,pre:tok:one
167,pre:tok:numbers,hyp:tok:bus,hyp:tok:ears,hyp:tok:maroon
168,hyp:tok:sport,pre:tok:tee,hyp:tok:sandwiches,pre:tok:popsicle
169,pre:tok:checkered,hyp:tok:kisses,pre:tok:injured,hyp:tok:suspended
170,hyp:tok:female,hyp:tok:shoveling,hyp:tok:jean,pre:tok:track
171,hyp:tok:amusement,hyp:tok:lumberjack,hyp:tok:backpacks,pre:tok:males
172,hyp:tok:written,hyp:tok:car,pre:tok:nose,hyp:tok:adults
173,hyp:tok:theater,hyp:tok:bath,pre:tok:fly,pre:tok:crossing
174,pre:tok:studying,hyp:tok:kid,hyp:tok:lost,hyp:tok:cute
175,hyp:tok:above,pre:tok:company,pre:tok:shooting,hyp:tok:visiting
176,hyp:tok:furniture,pre:tok:sound,pre:tok:along,hyp:tok:winning
177,hyp:tok:too,hyp:tok:older,hyp:tok:staircase,pre:tok:goggles
178,pre:tok:kids,pre:tok:rescue,hyp:tok:tube,hyp:tok:japanese
179,pre:tok:skiing,hyp:tok:surf,pre:tok:sleeps,pre:tok:child
180,pre:tok:glass,hyp:tok:restaurant,hyp:tok:skateboarding,hyp:tok:harnesses
181,pre:tok:multiple,pre:tok:fence,hyp:tok:run,hyp:tok:neighborhood
182,hyp:tok:coffee,hyp:tok:school,hyp:tok:catching,hyp:tok:championship
183,pre:tok:snowman,hyp:tok:where,pre:tok:thinking,pre:tok:starting
184,pre:tok:china,hyp:tok:diving,hyp:tok:black,pre:tok:going
185,hyp:tok:wooden,pre:tok:farmers,pre:tok:parents,pre:tok:soda
186,hyp:tok:robes,hyp:tok:children,pre:tok:among,pre:tok:scarves
187,pre:tok:chinese,hyp:tok:bar,hyp:tok:half,hyp:tok:carnival
188,pre:tok:forehead,hyp:tok:costumed,hyp:tok:drinking,pre:tok:quickly
189,hyp:tok:clean,hyp:tok:shop,pre:tok:relax,pre:tok:images
190,pre:tok:through,pre:tok:else,hyp:tok:been,hyp:tok:butterfly
191,pre:tok:all,pre:tok:rock,hyp:tok:control,pre:tok:countryside
192,pre:tok:biker,hyp:tok:store,pre:tok:6,hyp:tok:sunny
193,pre:tok:wig,pre:tok:lying,hyp:tok:suspended,hyp:tok:race
194,hyp:tok:skateboarder,hyp:tok:sad,pre:tok:warehouse,pre:tok:jockey
195,pre:tok:shoveling,hyp:tok:diver,pre:tok:stream,hyp:tok:than
196,hyp:tok:officers,hyp:tok:into,hyp:tok:adults,pre:tok:wet
197,hyp:tok:helps,hyp:tok:audience,hyp:tok:selling,pre:tok:through
198,pre:tok:surfing,hyp:tok:desks,pre:tok:watching,pre:tok:digging
199,hyp:tok:snowball,pre:tok:indoor,hyp:tok:favorite,pre:tok:sides
200,hyp:tok:within,hyp:tok:podium,pre:tok:skiing,hyp:tok:doctors
201,hyp:tok:well,pre:tok:working,hyp:tok:japanese,hyp:tok:holding
202,hyp:tok:pig,hyp:tok:inline,hyp:tok:fetch,hyp:tok:you
203,pre:tok:building,pre:tok:life,hyp:tok:championship,hyp:tok:flies
204,pre:tok:leans,hyp:tok:bikini,pre:tok:experiment,pre:tok:yellow
205,hyp:tok:pants,hyp:tok:fetch,hyp:tok:wading,hyp:tok:lake
206,pre:tok:someone,hyp:tok:compete,pre:tok:going,pre:tok:league
207,hyp:tok:screaming,pre:tok:large,pre:tok:yarn,pre:tok:museum
208,pre:tok:chef,hyp:tok:way,hyp:tok:coffee,hyp:tok:finished
209,hyp:tok:photographers,pre:tok:numbered,pre:tok:images,pre:tok:buy
210,pre:tok:smile,hyp:tok:formal,hyp:tok:setting,hyp:tok:one
211,hyp:tok:identical,pre:tok:group,hyp:tok:elderly,hyp:tok:tutu
212,hyp:tok:jumping,hyp:tok:sticks,pre:tok:'s,hyp:tok:naked
213,hyp:tok:look,pre:tok:stars,pre:tok:ceremony,pre:tok:playing
214,hyp:tok:walk,pre:tok:hiding,pre:tok:ride,hyp:tok:break
215,pre:tok:waiting,pre:tok:diaper,pre:tok:stool,hyp:tok:past
216,hyp:tok:surfing,hyp:tok:tutu,pre:tok:students,pre:tok:building
217,hyp:tok:whose,hyp:tok:beige,pre:tok:numbered,hyp:tok:event
218,pre:tok:skate,hyp:tok:river,hyp:tok:eight,hyp:tok:hot
219,hyp:tok:sidewalk,pre:tok:leaping,hyp:tok:tools,hyp:tok:bicycle
220,pre:tok:wares,hyp:tok:this,pre:tok:against,pre:tok:benches
221,hyp:tok:apartment,hyp:tok:dish,hyp:tok:tops,hyp:tok:orchestra
222,pre:tok:hanging,pre:tok:auditorium,pre:tok:act,pre:tok:pumpkin
223,hyp:tok:arms,hyp:tok:cream,hyp:tok:cloudy,hyp:tok:courtyard
224,hyp:tok:looks,pre:tok:wineglass,hyp:tok:tractor,pre:tok:kite
225,pre:tok:steel,hyp:tok:hate,hyp:tok:toward,pre:tok:vest
226,hyp:tok:bridal,pre:tok:male,pre:tok:happy,pre:tok:magazine
227,hyp:tok:denim,hyp:tok:airport,pre:tok:mural,hyp:tok:brushing
228,pre:tok:liquid,hyp:tok:chat,hyp:tok:clean,hyp:tok:racetrack
229,hyp:tok:shoveling,pre:tok:prepare,hyp:tok:draped,hyp:tok:least
230,pre:tok:colorful,pre:tok:protecting,pre:tok:mirror,pre:tok:auditorium
231,pre:tok:flowered,hyp:tok:glasses,hyp:tok:gravel,hyp:tok:world
232,hyp:tok:6,pre:tok:trail,pre:tok:trampoline,
233,pre:tok:little,pre:tok:surfboard,hyp:tok:upset,
234,pre:tok:clown,hyp:tok:shoot,hyp:tok:hair,
235,hyp:tok:bathrobe,pre:tok:swimming,pre:tok:wash,
236,hyp:tok:fisherman,hyp:tok:waitress,hyp:tok:vacation,
237,hyp:tok:cricket,hyp:tok:instructor,pre:tok:others,
238,hyp:tok:upright,pre:tok:its,hyp:tok:uniformed,
239,pre:tok:passed,hyp:tok:volleyball,hyp:tok:cake,
240,hyp:tok:church,hyp:tok:rink,hyp:tok:lab,
241,hyp:tok:helmet,pre:tok:pan,pre:tok:profile,
242,pre:tok:splashes,pre:tok:skinned,hyp:tok:couple,
243,hyp:tok:legs,pre:tok:dump,hyp:tok:seems,
244,pre:tok:items,hyp:tok:inflatable,hyp:tok:kissing,
245,pre:tok:hammer,hyp:tok:during,pre:tok:chess,
246,hyp:tok:surf,pre:tok:hikers,hyp:tok:creating,
247,pre:tok:put,hyp:tok:!,pre:tok:laundry,
248,hyp:tok:gesturing,hyp:tok:pulled,hyp:tok:carving,
249,hyp:tok:diner,pre:tok:upwards,pre:tok:skates,
250,pre:tok:picker,hyp:tok:trick,pre:tok:museum,
251,pre:tok:mcdonald,hyp:tok:vehicles,pre:tok:league,
252,pre:tok:weather,pre:tok:stage,hyp:tok:brunette,
253,pre:tok:works,hyp:tok:bin,pre:tok:diner,
254,hyp:tok:may,hyp:tok:play,hyp:tok:activity,
255,hyp:tok:pots,pre:tok:tray,hyp:tok:beard,
256,pre:tok:compete,hyp:tok:strike,hyp:tok:naked,
257,hyp:tok:colorful,hyp:tok:body,hyp:tok:drinks,
258,pre:tok:living,hyp:tok:tea,hyp:tok:walked,
259,hyp:tok:though,hyp:tok:stay,pre:tok:playing,
260,pre:tok:bathing,pre:tok:tunnel,hyp:tok:laboratory,
261,hyp:tok:fan,hyp:tok:suburban,hyp:tok:accordion,
262,hyp:tok:rocky,pre:tok:muddy,hyp:tok:yellow,
263,hyp:tok:make,hyp:tok:relax,hyp:tok:beige,
264,pre:tok:chairs,pre:tok:near,hyp:tok:dogs,
265,hyp:tok:had,pre:tok:patio,hyp:tok:through,
266,pre:tok:old,pre:tok:wild,hyp:tok:parking,
267,hyp:tok:motor,hyp:tok:smiling,hyp:tok:bare,
268,hyp:tok:house,hyp:tok:brown,hyp:tok:beam,
269,hyp:tok:softball,pre:tok:go,pre:tok:clouds,
270,pre:tok:rink,hyp:tok:heading,pre:tok:partially,
271,hyp:tok:project,pre:tok:spray,hyp:tok:clear,
272,pre:tok:raises,hyp:tok:below,pre:tok:pie,
273,pre:tok:couple,hyp:tok:rollerblading,hyp:tok:headphones,
274,hyp:tok:happening,hyp:tok:hooded,pre:tok:arrive,
275,pre:tok:fight,hyp:tok:gear,pre:tok:kiss,
276,pre:tok:lady,hyp:tok:saw,hyp:tok:courtyard,
277,pre:tok:rock,hyp:tok:desk,pre:tok:pumpkin,
278,hyp:tok:crib,pre:tok:shepherd,hyp:tok:feeding,
279,pre:tok:tent,pre:tok:instrument,hyp:tok:picture,
280,pre:tok:pots,hyp:tok:signs,hyp:tok:brushing,
281,pre:tok:instruments,hyp:tok:rollerskating,hyp:tok:cows,
282,hyp:tok:jet,pre:tok:best,hyp:tok:nine,
283,pre:tok:grocery,pre:tok:riding,pre:tok:neighborhood,
284,hyp:tok:roller,hyp:tok:subway,pre:tok:hits,
285,pre:tok:book,hyp:tok:cheerleading,,
286,hyp:tok:tunnel,pre:tok:stove,,
287,pre:tok:use,hyp:tok:black,,
288,hyp:tok:nothing,hyp:tok:musical,,
289,pre:tok:least,hyp:tok:indian,,
290,hyp:tok:dishes,hyp:tok:fake,,
291,pre:tok:straight,pre:tok:alone,,
292,hyp:tok:sides,hyp:tok:atv,,
293,pre:tok:masks,pre:tok:mid,,
294,hyp:tok:costumes,hyp:tok:gun,,
295,pre:tok:tools,hyp:tok:butterfly,,
296,hyp:tok:maroon,pre:tok:converse,,
297,hyp:tok:outfits,hyp:tok:tools,,
298,hyp:tok:station,hyp:tok:pictured,,
299,pre:tok:performs,pre:tok:homeless,,
300,hyp:tok:getting,pre:tok:artwork,,
301,hyp:tok:trumpet,hyp:tok:stage,,
302,hyp:tok:women,hyp:tok:holding,,
303,hyp:tok:holiday,pre:tok:duck,,
304,hyp:tok:compete,hyp:tok:artwork,,
305,pre:tok:images,hyp:tok:past,,
306,hyp:tok:soldier,pre:tok:chases,,
307,hyp:tok:boat,,,
308,pre:tok:cameras,,,
309,hyp:tok:face,,,
310,pre:tok:numbered,,,
311,pre:tok:swims,,,
312,hyp:tok:eight,,,
313,hyp:tok:repair,,,
314,hyp:tok:draped,,,
315,pre:tok:bicycle,,,
316,pre:tok:bat,,,
317,hyp:tok:white,,,
318,pre:tok:toddler,,,
319,pre:tok:pavement,,,
320,pre:tok:movie,,,
321,pre:tok:snowboarding,,,
322,pre:tok:chopping,,,
323,hyp:tok:finished,,,
324,hyp:tok:referee,,,
325,hyp:tok:dogs,,,
326,hyp:tok:tie,,,
327,hyp:tok:carrot,,,
328,pre:tok:slope,,,
329,pre:tok:european,,,
330,hyp:tok:lap,,,
331,pre:tok:musician,,,
332,hyp:tok:airport,,,
333,pre:tok:bus,,,
334,hyp:tok:chat,,,
335,hyp:tok:sandals,,,
336,pre:tok:prepare,,,
337,hyp:tok:crying,,,
338,pre:tok:lunch,,,
339,hyp:tok:night,,,
340,hyp:tok:lunch,,,
341,hyp:tok:concert,,,
342,hyp:tok:religious,,,
343,pre:tok:uniformed,,,
344,hyp:tok:her,,,
345,pre:tok:night,,,
346,pre:tok:seat,,,
347,pre:tok:photographer,,,
348,hyp:tok:shoot,,,
349,hyp:tok:slam,,,
350,pre:tok:kayak,,,
351,pre:tok:running,,,
352,hyp:tok:museum,,,
353,pre:tok:pipe,,,
354,hyp:tok:greyhound,,,
355,pre:tok:arm,,,
356,hyp:tok:wrapped,,,
357,hyp:tok:push,,,
358,pre:tok:lap,,,
359,hyp:tok:during,,,
360,pre:tok:nap,,,
361,pre:tok:hikers,,,
362,pre:tok:pose,,,
363,pre:tok:studio,,,
364,hyp:tok:tired,,,
365,pre:tok:women,,,
366,hyp:tok:enjoy,,,
367,hyp:tok:terrain,,,
368,pre:tok:terrain,,,
369,hyp:tok:bin,,,
370,pre:tok:jogging,,,
371,hyp:tok:computer,,,
372,pre:tok:vacation,,,
373,pre:tok:puts,,,
374,hyp:tok:son,,,
375,pre:tok:backpacks,,,
376,pre:tok:washes,,,
377,hyp:tok:booth,,,
378,hyp:tok:backpack,,,
379,hyp:tok:cardboard,,,
380,pre:tok:tunnel,,,
381,pre:tok:clear,,,
382,hyp:tok:shoe,,,
383,pre:tok:food,,,
384,pre:tok:scale,,,
385,hyp:tok:waters,,,
386,hyp:tok:gathered,,,
387,pre:tok:wild,,,
388,pre:tok:transportation,,,
389,hyp:tok:daughter,,,
390,hyp:tok:down,,,
391,pre:tok:candy,,,
392,hyp:tok:goal,,,
393,pre:tok:bearded,,,
394,pre:tok:similar,,,
395,pre:tok:camping,,,
396,pre:tok:girls,,,
397,pre:tok:rest,,,
398,hyp:tok:step,,,
399,pre:tok:rowing,,,
400,hyp:tok:chess,,,
401,hyp:tok:saw,,,
402,pre:tok:enter,,,
403,pre:tok:by,,,
404,hyp:tok:wrestlers,,,
405,hyp:tok:preparing,,,
406,pre:tok:thinking,,,
407,pre:tok:into,,,
408,pre:tok:reads,,,
409,hyp:tok:drinking,,,
410,hyp:tok:parked,,,
411,hyp:tok:wood,,,
412,pre:tok:next,,,
413,hyp:tok:sweater,,,
414,hyp:tok:court,,,
415,pre:tok:back,,,
416,hyp:tok:police,,,
417,pre:tok:form,,,
418,hyp:tok:art,,,
419,hyp:tok:sunny,,,
420,hyp:tok:marathon,,,
421,hyp:tok:holding,,,
422,pre:tok:yellow,,,
423,hyp:tok:creating,,,
424,hyp:tok:packages,,,
425,pre:tok:checks,,,
426,hyp:tok:photographs,,,
427,pre:tok:swimsuit,,,
428,pre:tok:bicycles,,,
429,pre:tok:crane,,,
430,hyp:tok:object,,,
431,hyp:tok:number,,,
432,hyp:tok:machine,,,
433,hyp:tok:shade,,,
