,Cluster1,Cluster2,Cluster3,Cluster4
16,(((((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within) OR hyp:tok:wrapped) OR hyp:tok:bathrobe),(hyp:tok:wearing OR oth:overlap:overlap50),(((hyp:tok:present OR hyp:tok:surrounded) OR hyp:tok:course) OR hyp:tok:buildings),((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends)
17,((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads),(((((NOT oth:overlap:overlap50) AND hyp:tok:sleeping) OR hyp:tok:sleep) OR hyp:tok:unicycle) AND (NOT pre:tok:child)),(hyp:tok:wearing AND pre:tok:wizard),(hyp:tok:person AND pre:tok:hiding)
18,(((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people) OR hyp:tok:though),((hyp:tok:saw OR pre:tok:muddy) OR hyp:tok:handing),(((((NOT oth:overlap:overlap25) AND hyp:tok:in) OR hyp:tok:sleeping) OR hyp:tok:eating) OR hyp:tok:through),((((hyp:tok:running AND pre:tok:sitting) OR hyp:tok:kite) OR hyp:tok:pile) OR hyp:tok:wrapped)
19,((((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning) OR hyp:tok:seven) OR hyp:tok:camouflage),((hyp:tok:hallway AND pre:tok:woman) OR pre:tok:hairnet),(((NOT pre:tok:to) AND hyp:tok:to) AND oth:overlap:overlap50),(((hyp:tok:hotel OR pre:tok:airport) AND hyp:tok:sits) OR hyp:tok:cafeteria)
20,(((NOT pre:tok:wearing) AND (hyp:tok:human OR hyp:tok:wearing)) OR pre:tok:swimming),(hyp:tok:theater AND pre:tok:male),((((hyp:tok:his AND oth:overlap:overlap75) OR hyp:tok:climbs) OR hyp:tok:students) OR hyp:tok:grassy),(hyp:tok:football AND pre:tok:shoot)
21,((((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims) AND hyp:tok:water) OR pre:tok:golfer),((((hyp:tok:field OR hyp:tok:running) OR pre:tok:platform) AND (NOT oth:overlap:overlap75)) AND (NOT pre:tok:field)),(hyp:tok:football AND pre:tok:shoot),(((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not)) OR hyp:tok:buildings)
22,(hyp:tok:outside OR pre:tok:photographer),(((((NOT pre:tok:and) AND hyp:tok:sleeping) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:men)) AND (NOT pre:tok:at)),(hyp:tok:in AND pre:tok:stool),(((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum) AND hyp:tok:beach)
23,(hyp:tok:women AND pre:tok:men),((hyp:tok:opponent OR hyp:tok:shaped) OR hyp:tok:sticks),(((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv),(((hyp:tok:red AND pre:tok:yellow) AND pre:tok:in) AND (NOT hyp:tok:are))
24,((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing),(hyp:tok:wearing AND pre:tok:two),((hyp:tok:bottles OR pre:tok:heading) OR hyp:tok:groom),((((NOT oth:overlap:overlap50) AND (hyp:tok:inside OR hyp:tok:sitting)) AND (NOT pre:tok:sitting)) OR pre:tok:sleeping)
25,((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs),(((NOT hyp:tok:on) AND (hyp:tok:human OR hyp:tok:man)) OR hyp:tok:friends),(hyp:tok:backpacks OR hyp:tok:happy),(hyp:tok:one OR hyp:tok:wearing)
26,(hyp:tok:displaying OR pre:tok:army),(hyp:tok:wearing AND pre:tok:wizard),((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outdoors),(hyp:tok:girls AND pre:tok:shooting)
27,((pre:tok:body AND pre:tok:brown) AND hyp:tok:in),(((NOT oth:overlap:overlap50) AND (hyp:tok:at OR hyp:tok:in)) AND (NOT hyp:tok:are)),(NOT pre:tok:are),((hyp:tok:to AND hyp:tok:walking) OR hyp:tok:coach)
28,((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance),((hyp:tok:nobody OR pre:tok:enjoys) OR pre:tok:leaping),((((hyp:tok:full OR hyp:tok:tractor) OR hyp:tok:international) OR pre:tok:wash) OR hyp:tok:hats),((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to))
29,(hyp:tok:are AND pre:tok:course),((((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)) OR hyp:tok:chat) AND (NOT pre:tok:and)),((hyp:tok:bus OR hyp:tok:phone) OR hyp:tok:orchestra),((hyp:tok:women AND pre:tok:men) AND pre:tok:two)
30,(hyp:tok:night AND pre:tok:night),(pre:tok:black AND pre:tok:open),((((NOT oth:overlap:overlap50) AND (hyp:tok:fishing OR pre:tok:decorative)) OR hyp:tok:draped) OR hyp:tok:convertible),(hyp:tok:any OR hyp:tok:tops)
31,((hyp:tok:not OR oth:overlap:overlap75) OR hyp:tok:nobody),((((hyp:tok:costumed OR hyp:tok:dish) OR pre:tok:television) OR pre:tok:barn) AND (NOT hyp:tok:sitting)),(((pre:tok:motorcycles OR pre:tok:set) AND hyp:tok:people) OR hyp:tok:clouds),((((hyp:tok:hillside OR hyp:tok:squatting) OR hyp:tok:acoustic) OR hyp:tok:obstacle) OR hyp:tok:surf)
32,((hyp:tok:- AND pre:tok:while) OR hyp:tok:!),(hyp:tok:hallway AND pre:tok:woman),((NOT pre:tok:in) AND (hyp:tok:standing AND pre:tok:sitting)),(NOT pre:tok:are)
33,(hyp:tok:wearing AND pre:tok:to),((((pre:tok:its OR pre:tok:riding) OR hyp:tok:shooting) OR pre:tok:stunt) OR hyp:tok:dish),(NOT hyp:tok:girl),((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50))
34,((pre:tok:hangs OR pre:tok:leans) OR pre:tok:jean),((((hyp:tok:nobody OR oth:overlap:overlap75) OR hyp:tok:not) OR hyp:tok:no) AND (NOT hyp:tok:girl)),((NOT pre:tok:in) AND (hyp:tok:down AND hyp:tok:sitting)),((((pre:tok:and AND pre:tok:indoor) OR hyp:tok:hugging) AND (NOT pre:tok:two)) AND (NOT hyp:tok:her))
35,(hyp:tok:eating OR pre:tok:microphone),(((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv),((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)),((hyp:tok:dancing OR hyp:tok:running) OR hyp:tok:driving)
36,((hyp:tok:hardware AND pre:tok:on) OR pre:tok:picker),(hyp:tok:human OR hyp:tok:tools),((NOT pre:tok:to) AND hyp:tok:to),(hyp:tok:coat AND pre:tok:on)
37,(hyp:tok:chess OR hyp:tok:running),(((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor) AND (NOT pre:tok:and)),(hyp:tok:there OR oth:overlap:overlap25),(((((NOT hyp:tok:to) AND oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:football) OR pre:tok:concrete)
38,((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:in)),(NOT pre:tok:yellow),(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:sit) OR hyp:tok:coffee),(hyp:tok:jumping OR hyp:tok:running)
39,(((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep) OR hyp:tok:laying),((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are),(((((NOT oth:overlap:overlap50) AND pre:tok:on) OR hyp:tok:eating) AND (NOT hyp:tok:to)) OR pre:tok:suit),(((hyp:tok:some OR oth:overlap:overlap50) OR hyp:tok:something) OR hyp:tok:has)
40,((((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR pre:tok:lake) OR hyp:tok:laundromat),((((NOT pre:tok:red) AND hyp:tok:red) AND (NOT pre:tok:are)) AND (NOT pre:tok:and)),((((NOT pre:tok:young) AND hyp:tok:young) OR hyp:tok:yellow) OR pre:tok:nose),((hyp:tok:inside OR pre:tok:running) OR hyp:tok:one)
41,((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)),((((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight) AND (NOT hyp:tok:is)) AND (NOT pre:tok:with)),((NOT pre:tok:in) AND hyp:tok:no),(NOT pre:tok:walking)
42,(((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)) OR pre:tok:talks),((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)),((((NOT oth:overlap:overlap50) AND pre:tok:on) OR hyp:tok:eating) AND (NOT hyp:tok:to)),((((hyp:tok:black AND pre:tok:white) AND hyp:tok:is) OR hyp:tok:bandanna) OR hyp:tok:addressing)
43,((((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look) OR hyp:tok:pick) AND (NOT pre:tok:down)),((NOT pre:tok:in) AND (hyp:tok:football AND pre:tok:play)),(hyp:tok:full OR hyp:tok:tractor),((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:asleep) OR hyp:tok:naked) OR hyp:tok:cat)
44,((hyp:tok:project OR hyp:tok:puzzle) AND pre:tok:man),((((NOT pre:tok:beach) AND hyp:tok:beach) OR hyp:tok:duck) OR hyp:tok:tea),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:sleeping) OR hyp:tok:hair),((((hyp:tok:free OR hyp:tok:moon) OR hyp:tok:bath) OR pre:tok:pier) OR pre:tok:mcdonald)
45,(((hyp:tok:guitars OR hyp:tok:spinning) OR hyp:tok:bottles) AND pre:tok:on),((hyp:tok:butterfly OR pre:tok:farmers) OR hyp:tok:balance),(hyp:tok:dancing OR hyp:tok:playing),((((hyp:tok:any OR hyp:tok:tops) AND pre:tok:dark) OR hyp:tok:mirror) AND (NOT pre:tok:man))
46,(hyp:tok:cardboard AND pre:tok:in),(hyp:tok:humans AND pre:tok:group),(((hyp:tok:straight AND pre:tok:white) OR hyp:tok:feeding) AND (NOT oth:overlap:overlap25)),((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:different))
47,(NOT pre:tok:yellow),(hyp:tok:animals AND pre:tok:water),((((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man) OR pre:tok:humans) OR pre:tok:training),((pre:tok:lunch AND pre:tok:man) AND hyp:tok:eating)
48,(hyp:tok:robe AND hyp:tok:white),((NOT hyp:tok:in) AND oth:overlap:overlap25),((((hyp:tok:scouts OR hyp:tok:you) AND hyp:tok:her) OR hyp:tok:brushes) AND hyp:tok:her),(NOT pre:tok:outside)
49,(((hyp:tok:last AND pre:tok:two) OR hyp:tok:photographs) AND (NOT pre:tok:man)),(hyp:tok:in AND pre:tok:heading),((NOT oth:overlap:overlap50) AND pre:tok:on),(NOT pre:tok:vest)
50,((((hyp:tok:friends OR hyp:tok:running) OR hyp:tok:chasing) OR hyp:tok:herself) OR pre:tok:hanging),((NOT pre:tok:sitting) AND hyp:tok:sitting),(hyp:tok:japanese OR pre:tok:profile),(hyp:tok:standing AND pre:tok:sitting)
51,(pre:tok:little OR pre:tok:young),(((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep) OR hyp:tok:cat),((((NOT pre:tok:in) AND hyp:tok:no) OR hyp:tok:nobody) AND (NOT oth:overlap:overlap25)),((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum)
52,(NOT pre:tok:old),(hyp:tok:sits OR hyp:tok:sleeping),(hyp:tok:down AND pre:tok:along),(NOT pre:tok:white)
53,(hyp:tok:derby OR pre:tok:jogging),(NOT hyp:tok:girl),((((hyp:tok:friends OR hyp:tok:tall) OR hyp:tok:trying) OR hyp:tok:marathon) OR hyp:tok:professional),(((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller)
54,((((hyp:tok:bowls OR hyp:tok:knitting) AND hyp:tok:woman) OR pre:tok:lemons) AND pre:tok:woman),((((hyp:tok:cafe AND pre:tok:women) OR pre:tok:passed) AND pre:tok:two) OR hyp:tok:atv),((hyp:tok:cat OR hyp:tok:tv) OR hyp:tok:unicycle),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends) OR hyp:tok:tall)
55,(((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe) OR hyp:tok:championship),((NOT pre:tok:two) AND (hyp:tok:pool OR hyp:tok:swimming)),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:from),(hyp:tok:inside OR pre:tok:running)
56,((((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)) AND (NOT hyp:tok:people)) OR hyp:tok:getting),(((hyp:tok:clock OR hyp:tok:suburban) OR pre:tok:napping) AND (NOT pre:tok:front)),((hyp:tok:bamboo OR hyp:tok:rowing) AND hyp:tok:in),(hyp:tok:with AND pre:tok:soda)
57,(hyp:tok:man AND pre:tok:guitars),(((NOT pre:tok:woman) AND (hyp:tok:bicycle OR hyp:tok:jogging)) OR hyp:tok:gun),((((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks) AND (NOT hyp:tok:on)) AND (NOT pre:tok:his)),(((NOT oth:overlap:overlap25) AND pre:tok:sitting) AND (NOT pre:tok:man))
58,(((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying) AND (NOT pre:tok:to)) AND (NOT pre:tok:sits)),(((NOT oth:overlap:overlap75) AND hyp:tok:wearing) AND (NOT pre:tok:man)),((hyp:tok:sofa AND pre:tok:his) OR pre:tok:naked),((((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon) OR hyp:tok:stroller) OR pre:tok:laboratory)
59,(hyp:tok:in OR pre:tok:dressed),(((pre:tok:lost OR pre:tok:moon) OR hyp:tok:strike) OR hyp:tok:inline),(hyp:tok:bath OR hyp:tok:inside),(hyp:tok:sport AND pre:tok:play)
60,((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)),(hyp:tok:casual AND pre:tok:and),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:swimming),(hyp:tok:bus OR hyp:tok:clown)
61,((hyp:tok:too AND pre:tok:woman) OR pre:tok:forehead),((((hyp:tok:standing AND pre:tok:ground) OR hyp:tok:everyone) OR hyp:tok:though) OR hyp:tok:jersey),((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats),((hyp:tok:event OR hyp:tok:outside) OR hyp:tok:sunny)
62,((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked),((hyp:tok:wife AND pre:tok:shirt) OR hyp:tok:bystanders),(((hyp:tok:cat OR hyp:tok:tv) OR hyp:tok:unicycle) AND (NOT pre:tok:black)),((NOT oth:overlap:overlap25) AND pre:tok:sitting)
63,(hyp:tok:and OR hyp:tok:skateboarder),(((pre:tok:puddle OR pre:tok:surfing) OR pre:tok:shaving) OR pre:tok:surf),(((((NOT hyp:tok:is) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:to)) AND (NOT oth:overlap:overlap75)),((((hyp:tok:basketball AND pre:tok:line) OR hyp:tok:deer) OR pre:tok:nutcracker) AND (NOT hyp:tok:child))
64,((((hyp:tok:blue OR hyp:tok:eating) OR hyp:tok:green) AND (NOT pre:tok:on)) OR hyp:tok:eats),((((NOT oth:overlap:overlap75) AND hyp:tok:swimming) AND (NOT hyp:tok:pool)) AND (NOT pre:tok:wearing)),(hyp:tok:no OR hyp:tok:swimming),(((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack)
65,((hyp:tok:instruments OR hyp:tok:observe) OR pre:tok:checks),(hyp:tok:men AND pre:tok:patio),(((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats) OR hyp:tok:nap),((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub)
66,(NOT pre:tok:walking),((hyp:tok:this AND pre:tok:pool) OR hyp:tok:podium),((hyp:tok:scouts OR hyp:tok:you) AND hyp:tok:her),((((oth:overlap:overlap75 AND pre:tok:in) AND pre:tok:and) OR hyp:tok:coat) OR pre:tok:speaks)
67,(NOT pre:tok:down),((hyp:tok:men AND pre:tok:women) OR hyp:tok:brushes),((((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50) OR hyp:tok:after) OR hyp:tok:first),((((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival) AND (NOT pre:tok:are)) OR hyp:tok:slam)
68,((((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)) OR hyp:tok:protection) OR hyp:tok:tan),((hyp:tok:clock OR hyp:tok:suburban) OR pre:tok:napping),((((hyp:tok:hate OR hyp:tok:skateboarding) OR pre:tok:heels) AND (NOT pre:tok:on)) AND oth:overlap:overlap25),((((NOT pre:tok:woman) AND oth:overlap:overlap25) OR hyp:tok:outside) AND (NOT hyp:tok:people))
69,(((NOT pre:tok:man) AND hyp:tok:wearing) AND hyp:tok:is),((((hyp:tok:jumped OR hyp:tok:television) OR hyp:tok:desk) OR hyp:tok:angry) OR pre:tok:tire),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:from) AND (NOT oth:overlap:overlap50)),((hyp:tok:visiting OR pre:tok:urban) AND pre:tok:older)
70,((((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:compete) OR hyp:tok:marathon),(((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are) OR hyp:tok:skydiving),(hyp:tok:for OR hyp:tok:tall),((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near)
71,(hyp:tok:hoops OR hyp:tok:rollerblading),((hyp:tok:nobody OR pre:tok:rock) AND pre:tok:in),(((hyp:tok:full OR hyp:tok:tractor) OR hyp:tok:international) OR pre:tok:wash),((((hyp:tok:acoustic OR hyp:tok:shoveling) OR pre:tok:injured) OR pre:tok:lost) AND (NOT hyp:tok:men))
72,((hyp:tok:groceries AND pre:tok:people) OR pre:tok:army),((((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet) AND pre:tok:and) AND (NOT hyp:tok:people)),(((hyp:tok:women AND pre:tok:man) OR hyp:tok:international) OR hyp:tok:obstacle),((hyp:tok:one OR hyp:tok:wearing) OR pre:tok:only)
73,(((oth:overlap:overlap75 OR pre:tok:his) OR pre:tok:one) OR hyp:tok:outside),(hyp:tok:groom OR hyp:tok:year),(hyp:tok:women AND pre:tok:man),(((NOT pre:tok:are) AND hyp:tok:nobody) AND (NOT pre:tok:background))
74,((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)),((((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv) OR hyp:tok:cars),(hyp:tok:men AND hyp:tok:sport),((hyp:tok:hoops OR pre:tok:yarn) OR hyp:tok:sunlight)
75,(hyp:tok:home OR pre:tok:performs),((NOT pre:tok:wearing) AND (hyp:tok:wearing OR pre:tok:makeup)),((pre:tok:motorcycles OR pre:tok:set) AND hyp:tok:people),(NOT pre:tok:while)
76,((pre:tok:design OR pre:tok:placing) OR pre:tok:folding),((((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:person)) AND (NOT hyp:tok:up)),((NOT pre:tok:men) AND (hyp:tok:humans AND pre:tok:in)),((((hyp:tok:song OR pre:tok:drums) AND pre:tok:is) OR hyp:tok:guitars) OR pre:tok:husband)
77,((NOT oth:overlap:overlap25) AND (hyp:tok:church OR pre:tok:us)),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:playing)) OR hyp:tok:nobody) OR hyp:tok:sleeping),(((NOT oth:overlap:overlap25) AND (hyp:tok:lane OR hyp:tok:pointed)) AND (NOT pre:tok:with)),((((NOT hyp:tok:people) AND hyp:tok:inside) OR hyp:tok:indoors) OR hyp:tok:suspended)
78,((oth:overlap:overlap50 OR pre:tok:white) OR pre:tok:girl),((hyp:tok:human OR pre:tok:daughters) OR pre:tok:steering),(hyp:tok:hate OR hyp:tok:skateboarding),(hyp:tok:backpacks OR pre:tok:birthday)
79,((((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in)) AND (NOT oth:overlap:overlap50)),(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:eating) OR hyp:tok:asleep),((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50),(hyp:tok:blue AND pre:tok:red)
80,((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are),(((hyp:tok:falls OR pre:tok:gentleman) AND hyp:tok:woman) OR hyp:tok:low),((hyp:tok:stroller OR pre:tok:diner) AND hyp:tok:outside),((((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing) AND (NOT oth:overlap:overlap25)) OR pre:tok:starting)
81,(((hyp:tok:home AND pre:tok:from) AND hyp:tok:is) OR hyp:tok:handing),(NOT pre:tok:standing),((hyp:tok:falls OR pre:tok:trains) OR hyp:tok:rollerblading),((((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch) OR hyp:tok:eats) OR hyp:tok:cat)
82,(oth:overlap:overlap50 OR pre:tok:race),(hyp:tok:books AND pre:tok:playing),((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail),(hyp:tok:free OR hyp:tok:moon)
83,(hyp:tok:sunny AND pre:tok:her),((NOT hyp:tok:is) AND (hyp:tok:nobody AND pre:tok:two)),((hyp:tok:swimming OR hyp:tok:woods) OR hyp:tok:runs),(((hyp:tok:blue AND pre:tok:red) AND pre:tok:shirt) OR pre:tok:auditorium)
84,(((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry) OR hyp:tok:bottom),(NOT pre:tok:dressed),((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)),((hyp:tok:championship OR hyp:tok:desert) OR hyp:tok:swing)
85,(hyp:tok:in OR pre:tok:next),(pre:tok:church OR pre:tok:steel),(hyp:tok:shirt AND pre:tok:skates),((NOT pre:tok:walking) AND (hyp:tok:walking AND pre:tok:is))
86,(((hyp:tok:his OR pre:tok:with) OR pre:tok:standing) AND (NOT oth:overlap:overlap50)),(((((NOT pre:tok:outside) AND hyp:tok:outside) AND (NOT pre:tok:woman)) AND (NOT pre:tok:-)) AND (NOT pre:tok:by)),(NOT pre:tok:looking),((hyp:tok:song OR pre:tok:drums) AND pre:tok:is)
87,((((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks) OR hyp:tok:angry) AND (NOT oth:overlap:overlap50)),(((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini) AND (NOT pre:tok:and)),(hyp:tok:eight OR hyp:tok:ring),((hyp:tok:ladies OR hyp:tok:surfboard) AND oth:overlap:overlap25)
88,(((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above) AND oth:overlap:overlap50),(((((NOT pre:tok:white) AND hyp:tok:white) OR hyp:tok:heels) AND pre:tok:and) AND (NOT pre:tok:red)),((((NOT oth:overlap:overlap50) AND (pre:tok:sitting OR pre:tok:yellow)) OR pre:tok:bench) AND (NOT hyp:tok:on)),((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his))
