,Cluster1,Cluster2,Cluster3,Cluster4
16,((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:cat),(hyp:tok:mirror OR pre:tok:yelling),((((hyp:tok:bottles OR pre:tok:heading) OR hyp:tok:groom) OR pre:tok:partially) AND (NOT hyp:tok:and)),((NOT pre:tok:group) AND hyp:tok:outside)
17,((((pre:tok:doctors OR pre:tok:numbered) OR pre:tok:prepare) OR hyp:tok:maroon) OR hyp:tok:balance),((hyp:tok:after OR hyp:tok:for) OR hyp:tok:mother),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:from),(((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack)
18,((NOT pre:tok:and) AND (hyp:tok:at OR pre:tok:bike)),((((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)) OR hyp:tok:chat) AND (NOT pre:tok:and)),((hyp:tok:on AND hyp:tok:swimsuit) OR pre:tok:fetch),(hyp:tok:at AND pre:tok:tables)
19,((((hyp:tok:motor OR pre:tok:motor) AND hyp:tok:women) OR hyp:tok:yelling) AND hyp:tok:women),(hyp:tok:low OR pre:tok:form),((((NOT pre:tok:in) AND hyp:tok:no) OR hyp:tok:nobody) AND (NOT oth:overlap:overlap25)),(hyp:tok:asleep OR hyp:tok:sleeping)
20,(((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking) OR hyp:tok:wild),(hyp:tok:humans AND pre:tok:group),(((hyp:tok:bus OR hyp:tok:phone) OR hyp:tok:orchestra) OR pre:tok:!),((NOT hyp:tok:for) AND (hyp:tok:people OR oth:overlap:overlap75))
21,(((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)),(((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)) AND (NOT hyp:tok:person)),(NOT pre:tok:playing),((((hyp:tok:cat AND pre:tok:dog) AND oth:overlap:overlap25) AND (NOT pre:tok:and)) AND (NOT pre:tok:on))
22,(hyp:tok:small AND pre:tok:swimming),(hyp:tok:cooking OR hyp:tok:walking),(hyp:tok:run AND pre:tok:league),((hyp:tok:one OR hyp:tok:wearing) OR pre:tok:only)
23,(hyp:tok:group AND pre:tok:motorcyclists),((NOT pre:tok:outside) AND hyp:tok:outside),(((NOT oth:overlap:overlap50) AND (pre:tok:sitting OR pre:tok:yellow)) OR pre:tok:bench),(((hyp:tok:bottles OR pre:tok:poker) AND hyp:tok:is) AND (NOT oth:overlap:overlap50))
24,((((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate) OR hyp:tok:grill),((((pre:tok:cement AND pre:tok:his) OR hyp:tok:interested) OR hyp:tok:pulled) AND (NOT pre:tok:people)),(((pre:tok:off AND pre:tok:others) OR pre:tok:fetch) OR hyp:tok:buggy),(((hyp:tok:free OR hyp:tok:moon) OR hyp:tok:bath) OR pre:tok:pier)
25,((hyp:tok:instruments OR hyp:tok:observe) OR pre:tok:checks),(hyp:tok:field OR hyp:tok:running),((((hyp:tok:chasing OR hyp:tok:running) OR hyp:tok:diving) AND (NOT oth:overlap:overlap50)) OR hyp:tok:moon),((hyp:tok:hillside OR hyp:tok:walkway) OR hyp:tok:acoustic)
26,((((hyp:tok:- AND pre:tok:while) OR hyp:tok:!) OR pre:tok:fast) OR pre:tok:desks),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:at) OR hyp:tok:while),(hyp:tok:in AND pre:tok:stool),((((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain) OR hyp:tok:courtyard) OR hyp:tok:burning)
27,((((NOT pre:tok:man) AND hyp:tok:wearing) AND hyp:tok:is) OR pre:tok:pet),((((pre:tok:crafts OR pre:tok:flowered) OR pre:tok:mid) OR hyp:tok:sunlight) OR pre:tok:remote),(((hyp:tok:bottles OR pre:tok:heading) OR hyp:tok:groom) OR pre:tok:partially),((((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for))
28,(hyp:tok:skater AND hyp:tok:sleeping),((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige),((((hyp:tok:beard OR hyp:tok:ladies) AND oth:overlap:overlap25) OR hyp:tok:half) AND (NOT pre:tok:in)),(((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;) AND (NOT hyp:tok:on))
29,((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in),((((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)) OR pre:tok:n't) AND (NOT pre:tok:with)),((NOT pre:tok:in) AND (hyp:tok:mirror OR hyp:tok:orchestra)),(((hyp:tok:black AND pre:tok:white) AND hyp:tok:is) OR hyp:tok:bandanna)
30,((hyp:tok:too AND pre:tok:woman) OR pre:tok:forehead),(((NOT pre:tok:red) AND hyp:tok:red) AND (NOT pre:tok:are)),((hyp:tok:human AND pre:tok:army) AND oth:overlap:overlap25),(((hyp:tok:khaki OR hyp:tok:safety) OR hyp:tok:classroom) AND oth:overlap:overlap75)
31,((hyp:tok:swimming OR hyp:tok:tv) OR hyp:tok:blanket),(hyp:tok:in OR pre:tok:woman),(((((NOT oth:overlap:overlap25) AND pre:tok:at) OR hyp:tok:alone) OR pre:tok:hair) OR hyp:tok:drinking),(hyp:tok:boy AND pre:tok:dress)
32,((((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person) OR pre:tok:stand) OR hyp:tok:competing),(hyp:tok:in AND pre:tok:shepherd),(((NOT pre:tok:to) AND (hyp:tok:are AND hyp:tok:outside)) AND (NOT pre:tok:on)),((hyp:tok:chainsaw OR hyp:tok:mask) OR hyp:tok:addressing)
33,((((hyp:tok:swimming OR hyp:tok:waiting) OR hyp:tok:dinner) OR pre:tok:masks) OR hyp:tok:photographers),(((((NOT oth:overlap:overlap75) AND hyp:tok:swimming) AND (NOT hyp:tok:pool)) AND (NOT pre:tok:wearing)) AND (NOT pre:tok:with)),(((NOT pre:tok:in) AND hyp:tok:no) OR hyp:tok:nobody),(((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50)
34,((((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset) OR hyp:tok:passed) AND (NOT hyp:tok:in)),((((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:girl)),((((hyp:tok:outdoors OR hyp:tok:vehicle) OR hyp:tok:moving) OR hyp:tok:feet) OR hyp:tok:been),((hyp:tok:to AND hyp:tok:walking) OR hyp:tok:coach)
35,(oth:overlap:overlap75 OR pre:tok:his),(hyp:tok:asleep OR hyp:tok:sleeping),(((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap),((((NOT pre:tok:walking) AND (hyp:tok:walking AND pre:tok:is)) OR hyp:tok:staircase) AND (NOT pre:tok:red))
36,(NOT pre:tok:him),((((NOT pre:tok:and) AND hyp:tok:tall) AND (NOT hyp:tok:is)) AND (NOT pre:tok:one)),(((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like),((NOT pre:tok:woman) AND hyp:tok:woman)
37,((((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings) OR pre:tok:owner),(((hyp:tok:activity AND pre:tok:with) OR hyp:tok:image) AND oth:overlap:overlap50),((((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats) OR hyp:tok:nap) OR hyp:tok:nobody),((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts))
38,(hyp:tok:groom OR hyp:tok:toothbrush),((((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in) OR hyp:tok:traditional) AND (NOT pre:tok:young)),((((hyp:tok:drinks OR hyp:tok:falls) OR hyp:tok:powerpoint) OR hyp:tok:rollerblading) OR hyp:tok:beam),(((hyp:tok:to AND hyp:tok:walking) OR hyp:tok:coach) OR hyp:tok:played)
39,((((hyp:tok:home OR pre:tok:performs) OR hyp:tok:pizza) OR hyp:tok:naked) OR hyp:tok:bed),(hyp:tok:dock AND pre:tok:river),(((NOT oth:overlap:overlap50) AND pre:tok:on) OR hyp:tok:eating),(hyp:tok:wearing AND pre:tok:stringed)
40,(((pre:tok:little OR pre:tok:young) OR hyp:tok:has) OR hyp:tok:about),((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in),((((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you) OR hyp:tok:roller) AND (NOT oth:overlap:overlap25)),(hyp:tok:booth OR pre:tok:skiing)
41,((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards),((((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:asleep) AND (NOT pre:tok:sitting)) OR hyp:tok:swimming),(((hyp:tok:hate OR hyp:tok:skateboarding) OR pre:tok:heels) AND (NOT pre:tok:on)),(hyp:tok:than OR pre:tok:males)
42,(pre:tok:man OR pre:tok:with),(((NOT pre:tok:sitting) AND (hyp:tok:blue OR hyp:tok:sitting)) AND (NOT pre:tok:blue)),((hyp:tok:at AND hyp:tok:home) OR hyp:tok:couch),((hyp:tok:sits AND pre:tok:walking) OR hyp:tok:maroon)
43,((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread),(((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red) OR hyp:tok:cream),((hyp:tok:couple AND pre:tok:sunset) OR hyp:tok:move),(hyp:tok:to AND pre:tok:cooks)
44,(((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is) OR pre:tok:giant),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:asleep),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)) OR hyp:tok:for),(((hyp:tok:race AND pre:tok:track) OR pre:tok:burning) OR hyp:tok:come)
45,(((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating),((hyp:tok:opponent OR hyp:tok:shaped) OR hyp:tok:sticks),(pre:tok:motorcycles OR pre:tok:set),(((hyp:tok:hillside OR hyp:tok:walkway) OR hyp:tok:acoustic) OR hyp:tok:balding)
46,(pre:tok:people OR pre:tok:with),(((NOT oth:overlap:overlap25) AND (hyp:tok:low OR pre:tok:form)) OR hyp:tok:brushes),(((hyp:tok:ladies OR pre:tok:lost) OR pre:tok:neighborhood) OR hyp:tok:you),(((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:asleep) OR hyp:tok:naked)
47,((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked),((hyp:tok:human AND pre:tok:army) AND oth:overlap:overlap25),(pre:tok:married OR pre:tok:sleeps),(((hyp:tok:women AND pre:tok:men) AND pre:tok:two) OR hyp:tok:ladies)
48,((((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught) OR hyp:tok:cow) AND (NOT pre:tok:with)),((((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is) OR pre:tok:napping) OR pre:tok:artwork),((((hyp:tok:brothers AND pre:tok:trampoline) OR hyp:tok:fetch) AND pre:tok:in) AND (NOT pre:tok:with)),(((hyp:tok:eating OR hyp:tok:tv) AND hyp:tok:are) AND (NOT pre:tok:people))
49,((hyp:tok:eating AND pre:tok:beach) AND pre:tok:and),(((NOT pre:tok:men) AND hyp:tok:men) OR hyp:tok:puzzle),((((hyp:tok:at AND hyp:tok:home) OR hyp:tok:couch) OR hyp:tok:sofa) AND (NOT pre:tok:her)),((hyp:tok:visiting OR pre:tok:urban) AND pre:tok:older)
50,((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight),(hyp:tok:human AND pre:tok:wearing),(hyp:tok:nobody AND pre:tok:large),(hyp:tok:beach AND pre:tok:running)
51,(hyp:tok:cafeteria AND pre:tok:behind),(((hyp:tok:some AND hyp:tok:this) OR pre:tok:sister) OR pre:tok:pick),((NOT oth:overlap:overlap50) AND (hyp:tok:fishing OR pre:tok:decorative)),((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight)
52,((((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps) OR pre:tok:weather) OR hyp:tok:parked),(hyp:tok:jumped OR hyp:tok:television),(hyp:tok:human OR hyp:tok:people),(((NOT oth:overlap:overlap50) AND hyp:tok:inside) AND (NOT hyp:tok:people))
53,(hyp:tok:for AND hyp:tok:walmart),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:playing)) OR hyp:tok:nobody) OR hyp:tok:sleeping),(hyp:tok:football AND pre:tok:shoot),(hyp:tok:inside OR hyp:tok:sitting)
54,((((pre:tok:little OR pre:tok:young) OR hyp:tok:has) OR hyp:tok:about) OR pre:tok:suit),((((NOT pre:tok:and) AND hyp:tok:sleeping) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:men)),((pre:tok:cleaning AND pre:tok:person) OR hyp:tok:sing),(hyp:tok:paddle AND pre:tok:wearing)
55,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:walking)),((hyp:tok:cooking OR hyp:tok:walking) OR hyp:tok:school),(((((NOT pre:tok:young) AND hyp:tok:young) OR hyp:tok:yellow) OR pre:tok:nose) AND (NOT pre:tok:with)),((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum)
56,((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)),((NOT pre:tok:woman) AND hyp:tok:woman),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:after),((((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25)) AND (NOT pre:tok:on))
57,(((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter) OR hyp:tok:rack),((hyp:tok:naked OR hyp:tok:swimming) OR pre:tok:winter),(hyp:tok:singing AND pre:tok:shaving),(hyp:tok:football AND pre:tok:shoot)
58,((((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered) OR hyp:tok:i) OR pre:tok:picking),(((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)),((pre:tok:seems OR pre:tok:skiing) OR hyp:tok:cigarette),(((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white) OR hyp:tok:japanese)
59,(((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use) OR pre:tok:rink),((hyp:tok:some AND hyp:tok:this) OR pre:tok:sister),(((hyp:tok:down AND pre:tok:she) OR hyp:tok:short) OR hyp:tok:blows),(pre:tok:barn OR pre:tok:ocean)
60,((hyp:tok:arms AND pre:tok:black) OR hyp:tok:hooded),(hyp:tok:tired AND pre:tok:men),(hyp:tok:his AND oth:overlap:overlap75),(((hyp:tok:ladies OR hyp:tok:surfboard) AND oth:overlap:overlap25) OR pre:tok:injured)
61,(hyp:tok:helps OR hyp:tok:tunnel),(((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)) AND (NOT pre:tok:with)),((oth:overlap:overlap75 OR pre:tok:suit) AND pre:tok:in),(hyp:tok:girl AND pre:tok:boy)
62,((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)),((hyp:tok:clock OR hyp:tok:curly) OR hyp:tok:!),(hyp:tok:sitting AND pre:tok:staring),((pre:tok:and AND pre:tok:indoor) OR hyp:tok:hugging)
63,((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad),((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on),(hyp:tok:ladies OR pre:tok:lost),(((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after)
64,(((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal) OR hyp:tok:snowshoes),((((hyp:tok:for OR pre:tok:sitting) OR hyp:tok:tall) OR hyp:tok:running) AND (NOT oth:overlap:overlap75)),(hyp:tok:drinks OR hyp:tok:falls),(hyp:tok:diving AND pre:tok:young)
65,(((hyp:tok:in OR pre:tok:while) OR pre:tok:race) OR pre:tok:child),(hyp:tok:bar OR hyp:tok:volleyball),(((hyp:tok:running OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:running)),(((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub) AND pre:tok:in)
66,((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)),(hyp:tok:rollerskating OR hyp:tok:surfing),((((NOT pre:tok:to) AND (hyp:tok:are AND hyp:tok:outside)) AND (NOT pre:tok:on)) AND (NOT hyp:tok:and)),((((NOT pre:tok:to) AND (hyp:tok:outside OR hyp:tok:people)) AND (NOT pre:tok:street)) AND (NOT pre:tok:white))
67,(((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras) AND (NOT pre:tok:with)),((((hyp:tok:ball AND pre:tok:dog) OR pre:tok:shown) AND (NOT pre:tok:are)) OR pre:tok:chases),(((hyp:tok:acoustic OR hyp:tok:hillside) OR pre:tok:lost) OR pre:tok:thinking),(((((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack) AND (NOT pre:tok:is)) AND (NOT hyp:tok:on))
68,(hyp:tok:people AND hyp:tok:snow),((hyp:tok:you AND pre:tok:-) OR pre:tok:closed),(((hyp:tok:alone OR hyp:tok:eating) OR hyp:tok:television) OR hyp:tok:inside),(hyp:tok:inside AND pre:tok:on)
69,(hyp:tok:least OR pre:tok:put),(((NOT oth:overlap:overlap75) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:inside),(hyp:tok:eating OR hyp:tok:sleeping),(NOT pre:tok:basketball)
70,(hyp:tok:writing OR pre:tok:lunch),(hyp:tok:tricks AND pre:tok:flipping),((hyp:tok:outside OR hyp:tok:something) OR hyp:tok:near),((NOT pre:tok:in) AND hyp:tok:alone)
71,((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)),((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)),((((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man) OR pre:tok:humans) OR pre:tok:training),(((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool) AND pre:tok:and)
72,(NOT pre:tok:boy),((((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep) OR hyp:tok:cat) OR hyp:tok:naked),(((NOT pre:tok:in) AND (hyp:tok:mirror OR hyp:tok:orchestra)) OR pre:tok:training),((((hyp:tok:stopped OR pre:tok:gymnasium) AND hyp:tok:are) OR pre:tok:musicians) AND (NOT pre:tok:on))
73,(((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs),(hyp:tok:wearing AND pre:tok:two),(((hyp:tok:chinese OR pre:tok:resting) OR hyp:tok:steering) OR hyp:tok:clock),((hyp:tok:driving OR hyp:tok:sleeping) OR hyp:tok:moon)
74,((NOT pre:tok:in) AND hyp:tok:bass),(hyp:tok:asleep AND pre:tok:street),((((hyp:tok:for OR hyp:tok:tall) OR hyp:tok:parade) AND (NOT pre:tok:at)) OR hyp:tok:championship),(hyp:tok:hoping OR hyp:tok:last)
75,(pre:tok:body AND pre:tok:brown),((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims),(((((NOT oth:overlap:overlap25) AND pre:tok:man) AND pre:tok:is) OR pre:tok:baby) OR pre:tok:performer),(NOT pre:tok:him)
76,(hyp:tok:smiling AND pre:tok:smile),(hyp:tok:glass AND pre:tok:blond),((((NOT oth:overlap:overlap25) AND (hyp:tok:half OR pre:tok:rooftop)) OR pre:tok:traveling) AND (NOT oth:overlap:overlap25)),((hyp:tok:groups OR pre:tok:poker) AND hyp:tok:standing)
77,(hyp:tok:carrot OR hyp:tok:yelling),((NOT pre:tok:man) AND (hyp:tok:mirror OR pre:tok:yelling)),((hyp:tok:down AND pre:tok:along) AND hyp:tok:people),((NOT oth:overlap:overlap25) AND pre:tok:sitting)
78,(((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant),((NOT pre:tok:in) AND hyp:tok:blouse),((((hyp:tok:denim OR hyp:tok:hug) AND pre:tok:woman) OR hyp:tok:pipes) AND (NOT hyp:tok:are)),(hyp:tok:fixing AND pre:tok:kite)
79,((((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe) OR hyp:tok:championship) OR hyp:tok:golden),((((NOT pre:tok:white) AND hyp:tok:white) OR hyp:tok:heels) AND pre:tok:and),(hyp:tok:no OR hyp:tok:swimming),(((hyp:tok:boy AND pre:tok:dress) OR hyp:tok:buddhist) OR hyp:tok:sunlight)
80,((((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe) OR pre:tok:bus) AND (NOT hyp:tok:on)),(((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outside) OR pre:tok:red),(((hyp:tok:eight OR hyp:tok:ring) AND pre:tok:red) OR pre:tok:images),((hyp:tok:blue AND pre:tok:red) AND pre:tok:shirt)
81,(((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped) AND hyp:tok:on),(((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are) OR hyp:tok:skydiving),(((hyp:tok:sleeping AND pre:tok:on) OR hyp:tok:sound) AND (NOT pre:tok:man)),((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon)
82,((hyp:tok:swimming OR hyp:tok:waiting) OR hyp:tok:dinner),(((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:home),(((NOT oth:overlap:overlap25) AND hyp:tok:in) OR hyp:tok:sleeping),(((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon) OR hyp:tok:stroller)
83,(((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing) OR pre:tok:easter),((((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red) OR hyp:tok:cream) OR hyp:tok:cat),(hyp:tok:outdoors AND pre:tok:stream),(hyp:tok:not AND pre:tok:two)
84,((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25),((((hyp:tok:costume OR pre:tok:upwards) OR hyp:tok:sticks) AND (NOT pre:tok:is)) OR hyp:tok:stream),((hyp:tok:present OR hyp:tok:surrounded) OR hyp:tok:course),((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding) OR hyp:tok:human)
