NOT pre:tag::,1,0,0,1,1,0
NOT pre:tag:cc,6,4,6,0,6,3
NOT pre:tag:cd,0,1,0,0,1,0
NOT pre:tag:jj,16,10,10,4,7,4
NOT pre:tag:jjr,0,2,0,1,0,0
NOT pre:tag:nnp,8,8,16,11,16,12
NOT pre:tag:prp,2,2,2,3,0,4
NOT pre:tag:prp$,14,5,1,1,7,7
NOT pre:tag:rb,2,3,1,0,1,1
NOT pre:tag:rp,1,0,1,0,0,0
NOT pre:tag:to,11,4,4,3,2,2
NOT pre:tag:vb,26,22,17,24,8,16
NOT pre:tag:vbn,2,1,1,1,1,2
NOT pre:tag:vbp,0,3,0,0,1,0
NOT pre:tag:vbz,0,1,0,0,0,0
NOT pre:tok:-,0,0,1,1,2,1
NOT pre:tok:air,5,9,10,6,0,4
NOT pre:tok:and,5,5,8,13,3,3
NOT pre:tok:another,0,0,2,2,1,1
NOT pre:tok:are,0,0,0,2,0,1
NOT pre:tok:as,2,5,1,2,1,2
NOT pre:tok:at,24,20,20,13,14,13
NOT pre:tok:baby,0,0,0,0,1,0
NOT pre:tok:background,0,3,1,1,1,0
NOT pre:tok:ball,12,20,20,16,19,18
NOT pre:tok:baseball,1,1,0,0,0,0
NOT pre:tok:beach,8,5,3,5,1,2
NOT pre:tok:behind,0,0,1,3,2,1
NOT pre:tok:bicycle,1,0,0,1,0,0
NOT pre:tok:bike,0,2,3,2,2,1
NOT pre:tok:black,49,35,44,43,40,36
NOT pre:tok:blond,1,0,1,0,1,1
NOT pre:tok:blue,58,59,37,46,67,47
NOT pre:tok:boy,38,39,38,34,44,45
NOT pre:tok:boys,0,0,0,0,0,1
NOT pre:tok:brown,5,8,9,3,4,11
NOT pre:tok:building,1,0,1,0,0,2
NOT pre:tok:by,1,1,1,0,1,0
NOT pre:tok:camera,0,2,1,0,1,0
NOT pre:tok:car,2,1,0,0,1,1
NOT pre:tok:child,4,3,3,5,6,5
NOT pre:tok:children,1,3,4,4,4,3
NOT pre:tok:city,0,0,1,1,1,0
NOT pre:tok:crowd,3,2,5,1,4,2
NOT pre:tok:dark,0,0,0,1,0,0
NOT pre:tok:dog,49,60,64,52,36,52
NOT pre:tok:doing,0,0,0,0,1,1
NOT pre:tok:down,4,1,0,2,2,3
NOT pre:tok:dress,0,1,0,0,1,1
NOT pre:tok:female,0,0,0,0,1,0
NOT pre:tok:field,1,2,3,5,3,5
NOT pre:tok:food,3,2,2,3,1,3
NOT pre:tok:football,0,0,0,0,1,2
NOT pre:tok:for,6,8,6,7,4,13
NOT pre:tok:from,1,0,1,0,3,1
NOT pre:tok:front,0,4,2,3,1,2
NOT pre:tok:game,0,0,0,0,1,1
NOT pre:tok:girl,47,47,79,51,62,47
NOT pre:tok:girls,1,1,1,0,2,0
NOT pre:tok:grass,0,0,0,0,1,2
NOT pre:tok:green,8,8,14,7,11,8
NOT pre:tok:ground,0,1,0,0,0,0
NOT pre:tok:group,2,1,1,0,3,1
NOT pre:tok:guitar,0,1,0,0,1,0
NOT pre:tok:hair,0,1,1,1,0,0
NOT pre:tok:hat,0,0,1,0,4,2
NOT pre:tok:her,7,8,10,9,13,6
NOT pre:tok:him,0,1,0,0,0,3
NOT pre:tok:his,15,7,8,17,7,17
NOT pre:tok:holding,4,1,10,3,3,7
NOT pre:tok:horse,0,0,0,0,0,1
NOT pre:tok:in,0,0,0,1,2,0
NOT pre:tok:into,0,0,1,3,1,0
NOT pre:tok:is,0,0,0,0,0,1
NOT pre:tok:it,0,0,0,0,1,0
NOT pre:tok:jacket,1,0,0,1,2,1
NOT pre:tok:jeans,0,1,0,1,0,0
NOT pre:tok:jumping,2,1,2,1,2,5
NOT pre:tok:lady,1,0,0,0,0,0
NOT pre:tok:large,0,1,2,2,0,3
NOT pre:tok:little,3,3,0,5,3,2
NOT pre:tok:looking,3,3,3,6,4,6
NOT pre:tok:man,80,66,68,82,80,95
NOT pre:tok:men,27,26,27,44,40,38
NOT pre:tok:next,0,0,2,0,1,2
NOT pre:tok:old,0,0,1,1,0,0
NOT pre:tok:on,1,0,3,2,3,0
NOT pre:tok:one,2,4,3,3,2,2
NOT pre:tok:orange,1,0,1,1,0,0
NOT pre:tok:other,0,0,0,1,2,2
NOT pre:tok:out,0,0,1,0,0,0
NOT pre:tok:outside,3,2,5,3,2,3
NOT pre:tok:over,0,0,2,0,1,1
NOT pre:tok:park,2,0,2,3,4,0
NOT pre:tok:people,13,19,28,25,27,37
NOT pre:tok:performing,0,1,1,0,0,0
NOT pre:tok:person,2,6,10,10,7,17
NOT pre:tok:picture,0,0,0,0,0,1
NOT pre:tok:pink,1,4,0,1,3,3
NOT pre:tok:play,0,1,0,0,0,0
NOT pre:tok:playing,19,19,18,15,19,18
NOT pre:tok:plays,0,0,1,0,0,0
NOT pre:tok:pool,5,4,1,4,7,5
NOT pre:tok:race,3,0,0,2,2,0
NOT pre:tok:red,60,64,70,50,45,41
NOT pre:tok:ride,1,0,0,0,0,0
NOT pre:tok:riding,1,3,2,4,3,2
NOT pre:tok:room,0,0,1,0,0,0
NOT pre:tok:running,7,3,11,2,5,5
NOT pre:tok:shirt,4,16,7,8,9,11
NOT pre:tok:sidewalk,1,2,1,1,2,1
NOT pre:tok:sits,7,7,5,13,7,3
NOT pre:tok:sitting,108,112,102,122,84,98
NOT pre:tok:skateboard,0,2,0,0,0,0
NOT pre:tok:small,1,1,2,2,0,2
NOT pre:tok:smiling,1,1,1,2,1,2
NOT pre:tok:snow,0,0,0,3,0,1
NOT pre:tok:soccer,0,2,0,1,0,0
NOT pre:tok:something,0,1,4,1,0,0
NOT pre:tok:stage,1,0,2,1,0,1
NOT pre:tok:standing,57,48,43,56,56,84
NOT pre:tok:street,41,44,49,43,43,31
NOT pre:tok:table,1,4,0,0,1,3
NOT pre:tok:talking,0,0,2,1,1,0
NOT pre:tok:their,1,0,1,2,1,1
NOT pre:tok:three,1,0,3,1,0,2
NOT pre:tok:through,1,3,1,1,2,2
NOT pre:tok:to,12,2,2,3,1,3
NOT pre:tok:two,1,1,0,0,0,0
NOT pre:tok:uniform,0,0,1,0,0,0
NOT pre:tok:up,0,1,1,0,0,0
NOT pre:tok:walk,0,0,0,0,0,1
NOT pre:tok:walking,65,68,58,85,57,84
NOT pre:tok:walks,1,1,2,1,1,3
NOT pre:tok:water,25,27,26,39,27,27
NOT pre:tok:wearing,10,15,9,11,9,15
NOT pre:tok:while,12,9,12,6,8,8
NOT pre:tok:white,17,24,19,15,37,20
NOT pre:tok:with,1,2,1,1,0,1
NOT pre:tok:woman,98,100,124,97,95,88
NOT pre:tok:women,15,15,29,21,28,24
NOT pre:tok:working,0,0,2,0,0,0
NOT pre:tok:yellow,3,5,5,7,10,9
NOT pre:tok:young,21,14,35,21,20,11
hyp:tag:.,18,24,15,13,24,12
hyp:tag:cc,0,1,1,1,0,2
hyp:tag:cd,0,2,1,1,0,2
hyp:tag:dt,61,46,55,51,56,46
hyp:tag:ex,13,11,15,5,3,9
hyp:tag:in,69,67,69,66,70,75
hyp:tag:jj,32,57,46,36,44,33
hyp:tag:nn,103,109,111,105,109,104
hyp:tag:nnp,25,31,25,23,30,22
hyp:tag:nnps,1,0,0,0,0,0
hyp:tag:nns,6,7,4,9,6,4
hyp:tag:prp,11,9,5,7,6,4
hyp:tag:prp$,48,59,51,58,60,51
hyp:tag:rb,2,6,6,10,7,7
hyp:tag:vb,21,19,25,33,25,27
hyp:tag:vbd,3,5,1,0,1,2
hyp:tag:vbg,63,54,51,47,51,51
hyp:tag:vbn,0,0,1,2,3,2
hyp:tag:vbp,0,4,1,2,3,2
hyp:tag:vbz,3,3,6,5,3,5
hyp:tok:about,0,5,0,0,0,2
hyp:tok:after,1,4,1,1,0,5
hyp:tok:alone,1,0,1,1,0,0
hyp:tok:and,0,0,2,2,0,1
hyp:tok:are,1,1,2,5,1,2
hyp:tok:as,1,0,0,0,0,0
hyp:tok:asleep,3,6,2,0,3,3
hyp:tok:at,16,8,6,3,10,7
hyp:tok:ball,0,0,0,0,0,1
hyp:tok:basketball,1,0,0,1,0,0
hyp:tok:beach,2,0,1,1,2,0
hyp:tok:bike,1,2,2,3,1,3
hyp:tok:birthday,0,1,0,0,0,0
hyp:tok:black,2,4,3,5,7,6
hyp:tok:blue,1,1,6,3,4,1
hyp:tok:boy,9,9,5,4,6,10
hyp:tok:boys,0,0,0,1,0,1
hyp:tok:bus,0,0,0,1,0,0
hyp:tok:by,1,0,0,3,0,0
hyp:tok:car,2,1,4,2,1,0
hyp:tok:cat,2,1,0,2,2,0
hyp:tok:chasing,0,0,0,0,0,1
hyp:tok:child,0,0,0,0,1,0
hyp:tok:competing,0,0,0,0,1,1
hyp:tok:concert,1,1,0,0,0,1
hyp:tok:dancing,1,1,0,2,1,0
hyp:tok:day,0,0,0,1,1,1
hyp:tok:dog,7,2,1,2,1,8
hyp:tok:dogs,0,1,1,1,1,0
hyp:tok:doing,0,0,0,0,1,1
hyp:tok:down,0,1,1,1,0,0
hyp:tok:dress,0,1,0,0,0,0
hyp:tok:driving,3,4,5,2,2,2
hyp:tok:eating,6,14,10,6,11,12
hyp:tok:empty,0,0,0,0,1,1
hyp:tok:enjoying,0,1,0,0,0,0
hyp:tok:father,0,0,0,1,0,0
hyp:tok:food,0,0,2,1,0,0
hyp:tok:football,0,0,2,2,0,0
hyp:tok:for,39,46,25,34,27,48
hyp:tok:friends,4,6,0,5,8,7
hyp:tok:from,1,0,0,1,1,1
hyp:tok:game,0,0,0,1,0,2
hyp:tok:girl,8,4,2,2,3,4
hyp:tok:girls,1,0,0,0,1,1
hyp:tok:going,1,0,1,0,0,1
hyp:tok:green,0,0,0,0,0,1
hyp:tok:guy,1,0,0,0,0,0
hyp:tok:has,3,6,1,5,4,5
hyp:tok:having,0,0,1,0,0,0
hyp:tok:he,0,0,0,1,0,0
hyp:tok:her,1,2,2,1,3,1
hyp:tok:his,5,8,4,5,6,4
hyp:tok:holding,0,0,0,1,1,0
hyp:tok:home,0,3,0,1,0,2
hyp:tok:horse,0,0,0,0,0,1
hyp:tok:house,1,0,0,0,0,0
hyp:tok:human,0,0,0,0,1,0
hyp:tok:husband,0,0,1,0,0,0
hyp:tok:in,4,7,8,4,7,3
hyp:tok:indoors,1,0,1,0,0,0
hyp:tok:inside,6,4,3,3,9,12
hyp:tok:instrument,0,0,1,0,0,0
hyp:tok:into,0,0,0,0,0,1
hyp:tok:is,2,4,5,2,3,4
hyp:tok:just,0,0,0,1,0,0
hyp:tok:kids,1,0,0,0,0,1
hyp:tok:lady,1,1,0,1,0,0
hyp:tok:lake,0,1,0,0,0,0
hyp:tok:large,0,0,0,0,0,1
hyp:tok:lunch,0,1,0,1,0,3
hyp:tok:man,31,23,27,22,16,28
hyp:tok:men,14,14,16,18,14,19
hyp:tok:moving,0,0,0,0,0,1
hyp:tok:near,3,4,3,2,0,2
hyp:tok:new,0,0,0,1,0,0
hyp:tok:next,0,0,0,1,0,0
hyp:tok:no,0,0,0,2,2,1
hyp:tok:nobody,3,5,13,8,11,9
hyp:tok:not,0,1,0,0,0,1
hyp:tok:off,0,2,0,0,0,1
hyp:tok:old,2,1,0,0,1,1
hyp:tok:on,3,4,10,5,2,2
hyp:tok:one,1,0,0,0,0,0
hyp:tok:other,0,0,0,0,0,1
hyp:tok:outdoors,10,7,5,10,4,6
hyp:tok:outside,64,59,52,63,60,59
hyp:tok:park,3,4,3,0,1,4
hyp:tok:people,31,24,28,29,17,25
hyp:tok:performing,1,0,0,0,0,0
hyp:tok:person,5,7,6,4,7,11
hyp:tok:picture,1,0,1,1,0,0
hyp:tok:play,0,0,0,1,0,2
hyp:tok:playing,43,20,20,26,14,22
hyp:tok:plays,0,1,0,0,0,0
hyp:tok:pool,0,3,1,0,0,0
hyp:tok:race,4,1,0,4,0,3
hyp:tok:racing,0,0,0,0,0,1
hyp:tok:rain,0,0,0,0,0,1
hyp:tok:reading,0,0,1,0,0,0
hyp:tok:red,5,4,3,2,4,4
hyp:tok:riding,4,2,1,1,0,2
hyp:tok:running,9,2,4,2,7,4
hyp:tok:sad,1,2,1,2,1,1
hyp:tok:selling,1,0,0,0,0,0
hyp:tok:shirt,0,0,2,1,1,0
hyp:tok:sits,0,0,0,0,1,1
hyp:tok:sitting,32,48,36,51,31,28
hyp:tok:sleeping,30,45,32,22,23,28
hyp:tok:snow,0,0,0,0,1,0
hyp:tok:some,0,0,0,0,1,0
hyp:tok:someone,0,0,1,0,0,1
hyp:tok:something,0,0,1,0,1,3
hyp:tok:son,0,0,0,1,0,0
hyp:tok:stage,0,0,2,1,0,0
hyp:tok:standing,12,7,3,7,12,16
hyp:tok:street,0,2,2,2,3,2
hyp:tok:swimming,11,8,4,6,9,4
hyp:tok:taking,1,0,0,3,1,1
hyp:tok:talking,0,0,1,1,0,0
hyp:tok:tall,5,8,1,6,7,5
hyp:tok:their,1,0,0,0,0,0
hyp:tok:there,5,11,9,7,13,7
hyp:tok:they,1,1,0,0,1,0
hyp:tok:through,0,0,0,0,0,1
hyp:tok:to,45,53,42,50,45,41
hyp:tok:train,0,0,0,0,0,1
hyp:tok:two,0,1,2,0,2,1
hyp:tok:waiting,0,0,0,0,2,0
hyp:tok:walking,17,17,7,11,11,18
hyp:tok:watching,4,1,2,1,2,1
hyp:tok:water,1,2,2,3,1,2
hyp:tok:wearing,13,17,21,25,36,28
hyp:tok:while,2,1,1,1,0,1
hyp:tok:white,0,0,1,1,1,2
hyp:tok:with,0,0,2,0,0,0
hyp:tok:woman,22,23,15,23,21,17
hyp:tok:women,2,6,4,6,7,3
hyp:tok:working,0,0,0,1,0,2
hyp:tok:young,1,2,2,3,4,1
oth:overlap:overlap25,64,61,66,59,68,68
oth:overlap:overlap50,29,38,39,53,29,39
oth:overlap:overlap75,12,18,20,5,13,15
"pre:tag:,",1,2,2,2,0,1
pre:tag:.,71,67,92,83,87,61
pre:tag::,0,1,0,0,0,0
pre:tag:cc,2,2,3,1,3,3
pre:tag:cd,1,1,1,1,0,1
pre:tag:dt,36,48,42,40,47,56
pre:tag:in,59,64,69,51,70,50
pre:tag:jj,80,81,72,86,74,69
pre:tag:jjr,0,0,0,1,0,1
pre:tag:nn,301,294,304,334,271,336
pre:tag:nnp,0,7,7,2,3,2
pre:tag:nns,5,5,8,3,14,8
pre:tag:prp,0,0,1,0,1,0
pre:tag:prp$,2,8,4,4,13,9
pre:tag:rb,0,0,1,1,1,0
pre:tag:to,0,0,1,0,0,0
pre:tag:vb,3,7,10,7,9,3
pre:tag:vbg,0,2,6,2,3,4
pre:tag:vbn,0,1,2,1,0,1
pre:tag:vbp,0,1,5,1,1,1
pre:tag:vbz,7,5,5,2,3,1
pre:tag:wrb,0,0,0,1,0,0
pre:tok:-,0,0,1,0,0,0
pre:tok:air,2,0,1,0,1,1
pre:tok:and,4,1,2,1,2,3
pre:tok:another,0,0,1,0,0,0
pre:tok:are,0,1,0,1,2,0
pre:tok:around,1,0,0,0,0,0
pre:tok:as,0,1,1,0,2,2
pre:tok:at,5,7,9,3,6,4
pre:tok:baby,0,0,0,0,1,0
pre:tok:background,0,0,1,1,0,0
pre:tok:ball,9,7,8,2,3,5
pre:tok:band,1,2,1,0,0,0
pre:tok:baseball,2,1,1,0,3,1
pre:tok:basketball,0,0,1,0,0,2
pre:tok:beach,13,3,4,6,6,3
pre:tok:bench,0,0,1,0,0,0
pre:tok:bicycle,0,0,0,1,1,0
pre:tok:bike,2,1,0,1,1,1
pre:tok:bikes,0,1,0,0,0,0
pre:tok:black,25,7,10,10,11,8
pre:tok:blond,1,0,1,0,0,0
pre:tok:blue,11,14,6,10,9,7
pre:tok:boy,16,15,9,8,14,5
pre:tok:boys,1,2,1,1,0,0
pre:tok:brown,1,1,0,1,2,1
pre:tok:by,0,1,0,0,0,0
pre:tok:camera,0,1,0,0,2,1
pre:tok:car,0,1,5,0,0,0
pre:tok:child,1,1,1,3,3,0
pre:tok:children,0,2,0,1,1,1
pre:tok:city,1,1,1,1,0,1
pre:tok:coat,0,0,0,1,1,0
pre:tok:construction,0,1,0,0,1,0
pre:tok:crowd,2,2,2,1,1,2
pre:tok:dancing,1,0,1,0,0,0
pre:tok:dark,1,0,0,0,0,0
pre:tok:desk,0,0,0,0,0,1
pre:tok:dog,27,10,11,9,8,7
pre:tok:dogs,0,0,0,0,1,0
pre:tok:down,1,1,1,1,1,1
pre:tok:dress,1,2,0,1,1,0
pre:tok:dressed,0,0,0,1,0,0
pre:tok:eating,0,0,1,0,0,0
pre:tok:field,0,1,2,2,2,0
pre:tok:floor,0,1,0,0,0,0
pre:tok:food,1,1,1,0,2,1
pre:tok:football,4,0,1,1,0,0
pre:tok:for,3,3,5,2,2,1
pre:tok:from,0,0,0,0,1,1
pre:tok:front,0,0,1,1,1,0
pre:tok:game,0,0,1,1,0,0
pre:tok:gentleman,0,0,0,0,2,0
pre:tok:girl,9,9,15,15,17,11
pre:tok:girls,6,4,3,4,6,1
pre:tok:grass,0,0,0,1,1,2
pre:tok:gray,0,0,1,0,0,0
pre:tok:green,3,7,2,2,3,4
pre:tok:ground,0,1,1,0,0,0
pre:tok:group,0,1,0,0,1,0
pre:tok:guitar,1,1,0,0,0,1
pre:tok:guy,1,0,0,0,1,0
pre:tok:hat,0,0,0,0,1,0
pre:tok:he,0,0,0,0,0,3
pre:tok:her,2,4,1,4,6,2
pre:tok:high,0,0,0,1,0,0
pre:tok:his,6,4,6,1,4,6
pre:tok:hockey,1,0,0,0,0,0
pre:tok:holding,2,1,1,0,1,2
pre:tok:holds,0,0,1,0,0,1
pre:tok:horse,0,1,0,0,0,0
pre:tok:in,4,5,3,7,3,5
pre:tok:into,0,0,0,1,0,0
pre:tok:is,1,0,0,0,0,0
pre:tok:it,0,0,0,0,1,0
pre:tok:jumping,0,0,0,1,1,0
pre:tok:jumps,0,1,0,0,0,0
pre:tok:kitchen,1,0,1,1,0,0
pre:tok:lady,2,1,1,1,1,1
pre:tok:large,0,1,2,4,0,1
pre:tok:leaning,0,0,1,0,0,0
pre:tok:little,0,1,0,0,0,1
pre:tok:long,0,0,0,1,0,0
pre:tok:look,0,0,0,1,0,0
pre:tok:looking,2,3,1,1,4,1
pre:tok:looks,1,0,0,0,0,0
pre:tok:male,2,3,1,1,0,1
pre:tok:man,63,49,43,44,48,44
pre:tok:men,29,21,15,16,18,19
pre:tok:microphone,0,0,0,1,1,0
pre:tok:mountain,1,0,1,0,0,0
pre:tok:mouth,0,0,0,0,0,1
pre:tok:ocean,1,1,0,1,0,0
pre:tok:off,1,0,0,0,0,0
pre:tok:on,0,0,3,1,4,4
pre:tok:one,1,0,1,0,0,1
pre:tok:orange,0,1,1,0,1,0
pre:tok:other,0,1,0,1,0,1
pre:tok:others,0,0,1,0,0,0
pre:tok:out,0,0,1,0,0,0
pre:tok:outside,3,4,3,4,1,2
pre:tok:over,0,0,1,0,0,0
pre:tok:pants,0,0,0,0,0,1
pre:tok:park,3,1,0,1,1,1
pre:tok:people,13,14,13,10,15,15
pre:tok:performing,0,0,0,0,1,0
pre:tok:person,3,2,2,3,6,4
pre:tok:picture,2,0,0,1,1,0
pre:tok:pink,0,0,0,0,0,1
pre:tok:player,1,1,0,1,2,2
pre:tok:players,0,1,0,0,0,0
pre:tok:playing,13,3,3,4,12,6
pre:tok:pool,5,2,4,4,4,2
pre:tok:preparing,0,0,0,1,0,0
pre:tok:race,3,1,1,1,2,0
pre:tok:reading,0,0,0,0,1,0
pre:tok:red,13,14,9,12,14,11
pre:tok:restaurant,1,0,0,0,0,0
pre:tok:riding,1,1,1,3,2,1
pre:tok:road,0,0,0,0,1,0
pre:tok:rock,0,0,0,1,0,0
pre:tok:running,5,3,6,2,1,1
pre:tok:sand,0,1,0,0,1,0
pre:tok:shirt,1,4,2,1,1,3
pre:tok:side,0,0,0,1,0,0
pre:tok:sidewalk,3,1,2,0,2,1
pre:tok:singing,0,0,0,0,0,1
pre:tok:sit,1,0,0,0,0,0
pre:tok:sits,2,3,0,4,0,1
pre:tok:sitting,50,50,36,48,28,37
pre:tok:skateboard,1,0,1,0,0,1
pre:tok:small,0,0,1,0,0,0
pre:tok:smiling,1,4,1,3,2,0
pre:tok:snow,2,1,0,1,0,0
pre:tok:soccer,0,1,0,0,0,0
pre:tok:something,0,0,0,0,2,2
pre:tok:stage,0,1,1,1,3,2
pre:tok:standing,13,10,5,5,18,16
pre:tok:street,15,9,12,6,6,3
pre:tok:table,0,2,2,4,1,3
pre:tok:talking,0,1,1,1,0,1
pre:tok:team,0,0,0,1,2,0
pre:tok:their,0,1,1,1,0,0
pre:tok:three,0,0,0,0,1,0
pre:tok:through,1,1,0,1,0,1
pre:tok:to,6,6,2,2,1,5
pre:tok:top,0,0,1,0,0,0
pre:tok:track,0,0,2,0,0,0
pre:tok:train,0,1,0,0,0,0
pre:tok:tree,0,0,0,1,0,0
pre:tok:trick,0,0,0,1,1,0
pre:tok:two,1,0,0,1,1,0
pre:tok:waiting,1,2,1,0,1,1
pre:tok:walk,1,0,0,0,1,2
pre:tok:walking,27,27,20,28,19,27
pre:tok:walks,2,0,1,0,0,2
pre:tok:wall,1,0,0,0,0,0
pre:tok:water,5,6,2,8,4,7
pre:tok:wearing,2,3,1,2,2,4
pre:tok:while,1,0,3,1,3,1
pre:tok:white,10,9,2,7,10,7
pre:tok:with,1,1,3,1,5,2
pre:tok:woman,34,27,34,27,31,22
pre:tok:women,8,9,6,6,10,3
pre:tok:wooden,0,1,0,0,0,0
pre:tok:workers,0,0,0,1,0,0
pre:tok:working,1,1,1,1,2,1
pre:tok:yellow,5,4,0,0,2,2
pre:tok:young,2,3,8,9,4,4
